time_ns,sec.str. C$\rm\alpha$ lcb [$\rm\AA$],sec.str. C$\rm\alpha$ rbd [$\rm\AA$],sec.str. C$\rm\alpha$ [$\rm\AA$]
1.0,0.8950016890758711,1.2303533202601007,1.1663905766536018
2.0,0.9211629853631472,1.3670252520139574,1.3754466545002122
3.0,0.9552562446034424,1.1813202219414132,1.3556232560533208
4.0,0.8818783777576517,1.2248080483513053,1.2381438832028675
5.0,0.9460121437236001,1.1977039395960665,1.207036893984966
6.0,0.9747213047186806,1.0768558606386283,1.2587556929184236
7.0,0.8999918209475684,1.0599418667473737,1.2346335802540112
8.0,0.8404519044896842,1.272393226029461,1.3650997259562836
9.0,0.8794455235530995,1.3665231456817553,1.4179026570656625
10.0,1.0066142543054135,1.3605442996424104,1.5067086901458036
11.0,0.7699473583616968,1.3691747028907237,1.347129525310299
12.0,0.9593057214324193,1.0122127121264197,1.1434691595000768
13.0,0.9480154591959553,1.2755657853888167,1.5395773316051544
14.0,0.9811840091856605,1.1787356283430819,1.3581496673785192
15.0,0.9316058865407115,1.2356956307136975,1.4523557729496979
16.0,0.9414099285813772,1.2098128399390498,1.3601562135763574
17.0,0.9947154186860175,1.1450366050320928,1.2068373571520348
18.0,1.0331776734753022,1.2674423776395136,1.5015447049046335
19.0,1.0567253376882417,1.19186040646395,1.1654665601987644
20.0,1.019605301997997,1.30818080991361,1.23947883891007
21.0,1.135283287893797,1.1948720347343238,1.4238611757317905
22.0,0.9368187412777729,1.3421381143828028,1.4553265760512148
23.0,1.0854871834337374,1.2087486903635922,1.2884298800602048
24.0,1.024809210995916,1.2298795847762767,1.3165056390770256
25.0,1.0512161992452123,1.2929762817445858,1.3395819208206776
26.0,1.013315830346346,1.21959973400251,1.2677324996717825
27.0,1.0289734568376896,1.3194295892872563,1.4043702274944658
28.0,0.9495343354806258,1.2271796490371982,1.1807815641146366
29.0,1.2204648881315119,1.1689380498150064,1.302292839051564
30.0,0.8857277520510519,1.3259842400065718,1.2104395058318143
31.0,1.2179189682152465,1.3480841861512025,1.4164543018909248
32.0,1.3722427995798427,1.1282120223974006,1.4942798117061475
33.0,1.2187938460487822,1.369791385390041,1.3422172552722011
34.0,1.0688654179142971,1.1703576249860945,1.2582099969652973
35.0,0.9764992824832951,1.4641336844154633,1.351019716240949
36.0,0.8998692689078021,1.3484450967475956,1.251611890626228
37.0,0.859316230291292,1.243064520086171,1.1909308498370248
38.0,1.0348138032674787,1.075221792126827,1.1509863686901303
39.0,0.9702185155273808,1.1829030551812867,1.205022035320688
40.0,0.8786293429918405,1.2497469933639327,1.2059995670114232
41.0,0.9973379462956016,1.274935687395727,1.3034985594394315
