time_ns,sec.str. C$\rm\alpha$ lcb [$\rm\AA$],sec.str. C$\rm\alpha$ rbd [$\rm\AA$],sec.str. C$\rm\alpha$ [$\rm\AA$]
1.0,0.760767530246764,1.1730883850938396,1.4580690642229621
2.0,0.8772548406251471,1.1690815325762922,1.1855932877922106
3.0,0.896223856727666,0.9079105825450148,1.0734156375737374
4.0,0.7877368369904736,1.0536598750199886,1.0947809464369285
5.0,0.8889587879975369,1.1902464474892527,1.2549988891893062
6.0,1.0198825560250824,1.1596863364239234,1.4626160917269933
7.0,0.8740170732896908,0.9996243744838879,1.0580921211840884
8.0,0.8478674164690607,1.13010089053127,1.1194235825876917
9.0,1.1578050602729208,1.0654322380016588,1.2461792648545227
10.0,0.9804545248599253,0.9784370448288653,1.1433067354013955
11.0,0.9563621953152108,0.9334446079725528,1.0875833063087217
12.0,1.135802998610756,0.9342315649072275,1.1598553810110483
13.0,0.9603369044101812,1.2204151818407174,1.2379830599303385
14.0,0.9528639417769392,1.0006416983010098,1.1543047136074593
15.0,1.1083479628998112,0.980978861877543,1.1593957157111527
16.0,1.080395226515774,1.1526004698320054,1.2653276772684647
17.0,0.980849684645202,0.9134733908314524,1.078346041356164
18.0,0.9636492378155519,1.1762383475727438,1.241315641732379
19.0,0.9794265578879875,1.2558664995613682,1.390877857706895
20.0,1.0133887195185942,1.0410373201889414,1.1957784951680483
21.0,1.0842456183035618,1.0628398218954584,1.2167437697842312
22.0,1.1289155285711823,1.3653515352932526,1.5498991695755928
23.0,1.1118266210052425,1.1083962868127493,1.1646860328761597
24.0,1.0367186282836522,1.2247433863222976,1.26619640395169
25.0,0.835014613612024,1.0045429407049224,1.2790765784902278
26.0,0.8057078946184354,1.0151132634501796,1.1403409756291534
27.0,0.8724783817067576,1.0796750256628966,1.1653844380507674
28.0,0.8863572532787114,1.0588036488194945,1.1382205786766273
29.0,0.8641603310183817,0.9197000808968195,1.0335032330544773
30.0,0.9300934305344244,1.0382475777206617,1.2041651014481138
31.0,0.8700126174265757,1.0325574542699525,1.2567612026603694
32.0,1.0279666601605364,1.0764915091407945,1.346351227446037
33.0,0.84849354010181,1.0780414203620228,1.2171230557386268
34.0,0.8304673575152732,0.9601676264220589,1.1174876201733854
35.0,0.9422956987333786,0.976172804028604,1.0908920316784485
36.0,0.918135499467523,0.934743366605935,1.169041903649301
37.0,0.9703132112437822,0.8688547762930301,1.1039269372571432
38.0,0.8901170334357971,0.8896049097957435,1.1286572976345473
39.0,0.8024475882840241,1.0359074700844455,1.1053194224754364
40.0,0.9455811832946818,0.9706494106933469,1.2243410093718998
41.0,0.9347625860138482,1.0665057482282947,1.228085001742632
42.0,0.9096618130263864,1.1567409035011724,1.4476119375625125
43.0,0.8721059182785288,1.105791806742036,1.1279811233102455
44.0,0.8856505487169793,1.0516351066333265,1.163261676694204
45.0,0.933669397357382,0.9572866592302344,1.1978408416009287
46.0,0.8386068708864702,1.1238436744361335,1.235010144508777
47.0,0.8921287084658261,1.063934531231558,1.1542122973978917
48.0,0.6652518502522164,1.0973960048360003,1.2304318904618716
49.0,0.8060054406723829,1.02946152371612,1.2644901955299004
50.0,0.7477399979727875,1.095864477432375,1.3378589377063197
51.0,0.8543916216131798,1.2319566950137235,1.3788302048778835
52.0,0.9768268066851168,1.1104832936931157,1.4795338632074753
53.0,0.825633988890607,1.054791039713531,1.452452091395028
54.0,0.8609135971728407,0.9651495294662954,1.325614460708457
