time_ns,sec.str. C$\rm\alpha$ lcb [$\rm\AA$],sec.str. C$\rm\alpha$ rbd [$\rm\AA$],sec.str. C$\rm\alpha$ [$\rm\AA$]
1.0,0.9461397518724901,1.1883073607668986,1.1876236708450414
2.0,0.9191096413823707,1.0301705976233126,1.1694993427050717
3.0,0.9227471118723831,0.9615357091687311,1.2456480402006187
4.0,1.1208251634016002,1.3806403475871674,1.5852014632111338
5.0,0.9648093967243047,1.271143391963535,1.3265934796040755
6.0,0.9553309075443916,1.1187129783806238,1.2367816316906712
7.0,0.8912928799840384,1.318432066143562,1.1928778215964255
8.0,0.8982284981337181,1.0173564012331735,1.04446961478724
9.0,0.9351051248497417,1.3555831230865456,1.2785696353074913
10.0,0.9437963305916099,1.228970452518262,1.2133608438273402
11.0,0.8655922933697066,1.1948465210290666,1.2091514129476875
12.0,0.9778985540721453,1.2501080693306192,1.4044297137393646
13.0,1.0107895796646054,1.6072054849922341,1.526805375002368
14.0,0.9559991354032931,1.4321446883997186,1.3320887337703669
15.0,0.86179588402602,1.3797141762911627,1.3348955428540332
16.0,1.0343177581516145,1.733060201391975,1.5590533445800254
17.0,0.9616325628166089,1.477188834202966,1.4402421466664346
18.0,1.049350594015572,1.3589052875300494,1.3461760916414787
19.0,0.9958750089157483,1.5490155910520578,1.4726590720312251
20.0,0.9635160794112471,1.5610249484440215,1.4861229095383381
21.0,1.0272025761384356,1.6407694617088078,1.5764430930243882
22.0,0.8521626880313612,1.6394385510329395,1.5430202344244206
23.0,0.9758168718290043,1.3091217567870195,1.3473338426900296
24.0,0.7646226259826018,1.7733255088061188,1.5559972929780919
25.0,0.8601093459068887,1.3582030209096396,1.35621570577202
26.0,0.9382817299428239,1.2619590313870435,1.3069434050066822
27.0,0.9176988990949259,1.6611572701014328,1.5987766546043616
28.0,0.9215582143972689,1.4704604415438307,1.3967510363569864
29.0,1.0256499911178358,1.684845454980051,1.5652483923832112
30.0,0.9456784825793583,1.2867374793313153,1.269836385462398
31.0,0.9273804950971386,1.34905469190434,1.313495003170612
32.0,0.8602103861863949,1.280792164078756,1.2207271676444473
33.0,0.8743859821862631,1.1943498213566142,1.2345731724859739
34.0,0.9054303973269703,1.2319446646554582,1.2953970925037415
35.0,1.02294151686163,1.299324543374735,1.4242182652800408
36.0,0.9834479849469128,1.7666177116632853,1.6395514559802886
37.0,0.8724941814488144,1.4471596930196322,1.348292018790015
38.0,1.060343814015336,1.408054205802527,1.459590799093881
39.0,1.0711394890326917,1.2969268530647662,1.3924431081507884
40.0,0.9196163143544297,1.2909135430536538,1.2972564590579159
41.0,0.9582251385172678,1.2621530688222389,1.2946394117368822
42.0,0.9910030812603621,1.5022920436111806,1.4783329130048628
43.0,1.0647200557568814,1.403252799141307,1.3527497349195015
44.0,0.9582936629126025,1.2080195390995712,1.230089276752523
45.0,1.141571571613732,1.15467252898682,1.2294447197293628
46.0,1.0134377013215083,1.3173749509816424,1.3128127597364916
47.0,1.032434895869275,1.1376262231448218,1.156496572412032
48.0,1.0895733859594365,1.2353766019820092,1.3126012238356906
49.0,0.9494307832519957,1.1969171234630964,1.197181466154443
50.0,0.9251159801510844,1.3340986939366175,1.2644422069560632
51.0,0.9433130488321858,1.5923355747740489,1.5310836667979848
52.0,0.8706870868111098,1.4362411537146316,1.2940041688650339
53.0,1.0455441189424866,1.3551224617434483,1.4857467705413383
54.0,1.0256126630883078,1.1804016356261025,1.2672541764210308
55.0,1.0093903370565127,1.2290103038140896,1.24630913241128
56.0,0.9803893717065861,1.3015622549328614,1.2841108784947581
57.0,0.9181636310312299,1.3389516776595476,1.2532854766418906
58.0,0.9231707235743902,1.4189915400766195,1.2620919723732116
59.0,0.9494643862469112,1.3427752888267845,1.2607619822489902
60.0,0.8762639983074048,1.39269360135618,1.345907552975173
61.0,0.919642754898919,1.4196304420989787,1.326399029115281
62.0,0.9574957800234658,1.428085067098782,1.3134074419537851
63.0,1.084671577955571,1.4961405132358325,1.6943926808622345
64.0,0.9553500143218018,1.4482277931249967,1.4428364680887316
