frame	complex	receptor	ligand	dG
0	-22778.9929644	-5851.72395184	-16848.4957484	-78.77326415999778
1	-22707.981635840002	-5811.78291504	-16817.041746879997	-79.15697392000584
2	-22710.129896	-5827.34716568	-16788.50869216	-94.27403815999787
3	-22777.906134239995	-5837.18815048	-16869.33474328	-71.38324047999413
4	-22678.293058159998	-5818.69688872	-16790.296534319998	-69.29963511999813
5	-22676.65357112	-5834.0219336	-16770.18416952	-72.44746800000212
6	-22794.3704756	-5885.41113392	-16827.493611039998	-81.46573064000404
7	-22700.895254000003	-5855.08502968	-16764.84291496	-80.96730936000313
8	-22754.990550000002	-5848.32322544	-16822.184786960002	-84.4825376000008
9	-22690.58767544	-5827.56809512	-16780.8585456	-82.16103472000032
10	-22788.29768008	-5847.59289544	-16846.79253432	-93.91225031999784
11	-22769.544077680002	-5862.9534824	-16809.64348536	-96.94710992000182
12	-22777.464874480003	-5876.38340184	-16815.25511048	-85.82636216000174
13	-22825.80335064	-5848.58238624	-16897.33220152	-79.88876288000029
14	-22759.07933632	-5828.56257072	-16848.54416032	-81.97260527999606
15	-22826.87127264	-5865.10934544	-16882.16868504	-79.59324216000095
16	-22845.33334784	-5861.92061808	-16895.054947599998	-88.35778216000472
17	-22811.427300400002	-5835.9986056	-16888.27410016	-87.15459464000014
18	-22764.42907472	-5840.4677864	-16832.70670944	-91.25457887999801
19	-22784.670281439998	-5837.63432128	-16859.6028008	-87.43315935999999
20	-22828.3589028	-5849.8334024	-16895.24016104	-83.28533935999803
21	-22772.566256000002	-5841.1378224	-16846.56561816	-84.86281544000303
22	-22774.735618400002	-5875.8843816	-16817.77457168	-81.07666512000287
23	-22764.0553404	-5839.0362604	-16832.50182016	-92.51725983999859
24	-22744.047294079995	-5864.2260870400005	-16794.062844639997	-85.7583623999999
25	-22683.98449088	-5817.78811424	-16782.61270056	-83.58367608000117
26	-22686.4189468	-5793.887790559999	-16807.812440079997	-84.71871616000499
27	-22766.420868	-5846.645594799999	-16838.13236216	-81.64291104000222
28	-22759.1442216	-5820.77651208	-16851.508267759997	-86.85944176000339
29	-22759.28292728	-5820.962430799999	-16846.91968072	-91.40081576000375
30	-22716.378567120002	-5825.075115599999	-16807.68593184	-83.61751968000681
31	-22707.74757432	-5838.229382160001	-16785.72619688	-83.79199528000026
32	-22725.46513288	-5794.31521592	-16844.066394160003	-87.08352279999599
33	-22694.3902928	-5817.878102080001	-16797.590432319997	-78.92175839999982
34	-22693.633366000002	-5815.90589648	-16800.82549432	-76.9019752000022
35	-22714.249700800003	-5809.956414560001	-16829.1877308	-75.1055554400009
36	-22699.83553944	-5792.932773920001	-16834.50198832	-72.40077719999681
37	-22711.64308072	-5835.74167264	-16788.346848639998	-87.55455944000278
38	-22718.503293600003	-5842.76109232	-16769.43643648	-106.30576480000309
39	-22785.906078720003	-5836.732778639999	-16862.62257408	-86.55072600000494
40	-22774.5652796	-5856.15310288	-16827.223432400002	-91.18874431999575
41	-22690.028883599996	-5806.614169119999	-16796.03806624	-87.37664823999876
42	-22767.002951200004	-5813.374314719999	-16874.27281032	-79.35582616000465
43	-22786.922393679997	-5825.72017256	-16872.44176768	-88.76045343999795
44	-22801.41807376	-5815.9878879200005	-16884.491182320002	-100.93900351999764
45	-22716.87069	-5823.22053952	-16796.24051712	-97.40963335999913
46	-22837.522728559998	-5859.41212528	-16890.990143839997	-87.12045944000056
47	-22794.812296559998	-5855.02887384	-16840.63855488	-99.14486783999746
48	-22706.15971744	-5811.59662064	-16810.72327528	-83.83982151999953
49	-22680.13544296	-5826.021597519999	-16761.206056159997	-92.90778928000145
