frame	complex	receptor	ligand	dG
0	-22807.31782816	-5868.76722848	-16855.73879592	-82.81180376000339
1	-22843.64016352	-5854.84929248	-16900.3933304	-88.39754064000226
2	-22786.55176976	-5828.85935952	-16875.011881360002	-82.68052887999875
3	-22759.63682248	-5824.91083624	-16851.39491232	-83.33107391999874
4	-22815.97204344	-5831.38634712	-16902.624460799998	-81.96123552000063
5	-22726.52531592	-5809.1211844	-16846.849845760004	-70.55428575999758
6	-22741.41791312	-5822.637032	-16835.68205144	-83.09882968000238
7	-22710.139262319997	-5815.188834480001	-16812.7945788	-82.15584903999843
8	-22738.199689520003	-5827.28886952	-16833.70968648	-77.20113352000408
9	-22832.81792112	-5871.1591212	-16888.070355279997	-73.5884446400014
10	-22814.53041088	-5859.13923456	-16884.654038399996	-70.7371379200049
11	-22747.158396879997	-5818.25112712	-16863.16243984	-65.74482991999685
12	-22790.792196399994	-5834.63768528	-16882.42436536	-73.73014575999696
13	-22825.539744960002	-5874.10869544	-16886.62108864	-64.80996088000393
14	-22787.884589519996	-5869.621056880001	-16847.66311952	-70.60041311999521
15	-22739.616469520002	-5825.963534160001	-16842.111199519997	-71.54173584000455
16	-22784.320765279997	-5820.924552879999	-16886.58560176	-76.81061063999732
17	-22756.489393760003	-5837.28275512	-16844.50686304	-74.69977560000552
18	-22763.9802064	-5831.53015384	-16853.62081992	-78.82923264000055
19	-22712.175189759997	-5837.093534	-16769.382470959998	-105.69918479999978
20	-22867.512854560002	-5853.808288480001	-16933.297733839998	-80.40683224000168
21	-22737.57852712	-5848.368065680001	-16816.63315488	-72.57730656000058
22	-22784.256036159997	-5866.17140088	-16842.397401600003	-75.68723367999337
23	-22691.18135152	-5840.6518076	-16775.539765519996	-74.98977840000589
24	-22775.120950239998	-5842.1082452	-16855.164295600003	-77.8484094399937
25	-22704.596683040003	-5818.18503512	-16810.54039392	-75.8712540000015
26	-22773.473469520002	-5846.49745696	-16838.2569036	-88.7191089600019
27	-22748.97250416	-5833.878906880001	-16852.82895776	-62.26463951999904
28	-22746.66294376	-5853.8527772	-16811.44543744	-81.3647291199959
29	-22829.82986512	-5864.00998064	-16893.70047232	-72.11941215999832
30	-22775.043240159997	-5856.43320696	-16852.1489864	-66.46104679999917
31	-22792.958216799998	-5868.7105252	-16852.148850080004	-72.09884151999358
32	-22698.73269504	-5848.7882189599995	-16765.80952608	-84.13494999999966
33	-22774.09045512	-5867.738976799999	-16843.286419279997	-63.06505904000369
34	-22762.6340396	-5854.703336	-16826.429156	-81.50154760000441
35	-22830.521244559997	-5866.33870752	-16893.953403839998	-70.22913319999861
36	-22729.549799360004	-5851.95504776	-16806.17597272	-71.41877888000454
37	-22754.54854184	-5845.00326464	-16829.444313199998	-80.10096400000111
38	-22710.87770392	-5837.0206671999995	-16813.26748624	-60.58955047999916
39	-22813.147259999998	-5838.473437760001	-16900.85607456	-73.81774767999741
40	-22789.96794424	-5822.28272528	-16895.722020639998	-71.96319832000518
41	-22851.642609920003	-5868.503550959999	-16914.72281976	-68.41623920000347
42	-22886.384102400003	-5876.967025759999	-16945.12909536	-64.28798128000562
43	-22813.241742559996	-5882.46190608	-16839.501729199997	-91.27810727999895
44	-22703.16723384	-5854.014321600001	-16771.86643456	-77.28647767999792
45	-22750.435136160002	-5849.11673392	-16821.40803496	-79.91036728000108
46	-22819.30281632	-5889.64564536	-16855.90873504	-73.74843591999888
47	-22788.24538416	-5847.18065304	-16872.77171872	-68.29301240000132
48	-22665.43565488	-5841.800234079999	-16761.75459672	-61.880824079999
49	-22709.989658559996	-5846.1516936	-16796.94500472	-66.89296023999486
50	-22722.852181439997	-5850.800189360001	-16816.12778232	-55.9242097599963
51	-22768.049128239996	-5868.614132719999	-16826.3611624	-73.07383311999729
52	-22736.992893439998	-5848.98947408	-16809.70240608	-78.30101327999728
53	-22692.630340800002	-5842.39964312	-16783.33118304	-66.89951464000114
54	-22729.54876496	-5831.07268368	-16831.642494480002	-66.83358679999947
55	-22754.54406088	-5833.12420312	-16851.03041792	-70.38943984000434
56	-22723.16151624	-5833.11002008	-16818.91105552	-71.14044064000336
57	-22697.71168184	-5857.84537464	-16776.877367679997	-62.98893952000071
58	-22773.74385584	-5868.439717279999	-16834.8643876	-70.43975096000213
59	-22736.10925512	-5824.27064136	-16837.10028552	-74.7383282400042
60	-22805.08327392	-5854.70471808	-16878.34595712	-72.03259872000126
61	-22745.6011764	-5882.2489524	-16774.599690080002	-88.7525339199965
62	-22796.77405096	-5862.53332056	-16865.73105648	-68.50967392000166
63	-22812.237021359997	-5869.50328152	-16877.7652484	-64.96849143999862
64	-22805.5098216	-5858.75383016	-16878.36970688	-68.38628456000151
