frame	complex	receptor	ligand	dG
0	-22822.5439044	-5874.9980572	-16850.990864800002	-96.55498240000088
1	-22798.48183104	-5832.868142	-16866.722249759998	-98.8914392800034
2	-22745.128147119998	-5836.510148719999	-16826.37308544	-82.24491295999906
3	-22720.4244768	-5817.8387396	-16828.85243376	-73.73330343999987
4	-22759.717624480003	-5842.3892348	-16833.725835359997	-83.60255432000486
5	-22767.57950416	-5817.3427244	-16864.85773288	-85.3790468799998
6	-22822.11154792	-5841.744167520001	-16900.645425199997	-79.72195520000241
7	-22798.863134319996	-5861.599787599999	-16854.904916319996	-82.35843039999963
8	-22806.360027199997	-5854.46111248	-16864.88169544	-87.01721927999824
9	-22845.674517360003	-5867.137666400001	-16898.12267728	-80.41417368000111
10	-22787.0034248	-5844.018431920001	-16847.36776664	-95.61722623999958
11	-22750.12415824	-5822.2742592800005	-16834.30005632	-93.54984263999722
12	-22742.171485439998	-5838.60994256	-16814.120922880003	-89.44061999999394
13	-22762.522930640003	-5850.4141590399995	-16829.297452079998	-82.81131952000578
14	-22804.4554128	-5850.00015328	-16868.98365808	-85.47160144000009
15	-22769.75713904	-5852.03492152	-16836.12616392	-81.59605360000205
16	-22812.255477040002	-5859.51019792	-16866.06338616	-86.68189296000128
17	-22769.75672528	-5819.4133072	-16876.69457856	-73.64883951999946
18	-22738.048259199997	-5831.96412944	-16840.54754224	-65.53658751999683
19	-22765.06375936	-5843.86372624	-16846.339694	-74.8603391200013
20	-22781.8529504	-5850.8051512	-16851.63434592	-79.4134532800017
21	-22723.563267280002	-5860.68623216	-16789.93925224	-72.93778287999885
22	-22707.34574848	-5818.543318319999	-16813.05851968	-75.74391047999961
23	-22771.91183928	-5843.63465128	-16854.749106	-73.52808200000072
24	-22766.95919136	-5804.47074512	-16882.059688479996	-80.42875776000437
25	-22751.3242228	-5831.3019757600005	-16832.7661056	-87.25614144000065
26	-22794.50214704	-5852.41768184	-16852.4289688	-89.65549639999881
27	-22777.50168256	-5842.47626936	-16849.51818432	-85.50722888000018
28	-22722.39870576	-5856.6566414399995	-16790.136490240002	-75.60557407999659
29	-22750.52742296	-5849.94154336	-16820.374858	-80.2110216000001
30	-22716.17474536	-5845.28865312	-16794.531489279998	-76.3546029600002
31	-22735.038642800002	-5850.09231568	-16793.28782808	-91.6584990400006
32	-22725.16197344	-5826.76003232	-16816.23785584	-82.16408527999738
33	-22764.88102	-5838.31879736	-16848.25151584	-78.31070680000266
34	-22719.77887496	-5839.570293520001	-16808.667470959997	-71.5411104800005
35	-22706.895090880003	-5841.31778696	-16793.320915760003	-72.25638815999991
36	-22744.65693744	-5814.03209392	-16842.213939279998	-88.4109042400014
37	-22779.601481039997	-5851.5573208	-16849.885012079998	-78.15914816000077
38	-22749.982201040002	-5845.9219292	-16819.91903048	-84.14124136000464
39	-22762.59226408	-5842.16865992	-16834.313031280002	-86.11057287999938
40	-22804.39437864	-5828.861837439999	-16890.98052416	-84.55201704000137
41	-22762.79098512	-5828.043954080001	-16851.26129112	-83.48573991999729
42	-22720.455416560002	-5855.4463687200005	-16780.81451864	-84.19452920000185
43	-22773.172413279997	-5863.97602032	-16827.061771200002	-82.13462175999302
44	-22788.791991759997	-5858.37368456	-16855.93811104	-74.48019615999874
45	-22775.60247872	-5866.8244212	-16823.994209760003	-84.78384775999803
46	-22798.82981368	-5825.138817999999	-16893.138372960002	-80.55262271999891
47	-22744.97115304	-5849.15536224	-16822.914502480002	-72.90128832000119
48	-22670.80128912	-5833.705786720001	-16760.5954308	-76.5000715999995
49	-22760.2851064	-5833.781251200001	-16828.418658799998	-98.0851963999994
50	-22746.01729408	-5850.9472244	-16820.612388559995	-74.45768112000587
51	-22787.482886719998	-5856.90501336	-16844.91704896	-85.66082439999809
52	-22651.57392864	-5823.399549999999	-16764.298908560002	-63.875470079998195
53	-22719.96905304	-5895.2513808	-16749.61203344	-75.10563879999972
54	-22783.69433488	-5881.121087039999	-16825.24314416	-77.33010368000396
55	-22721.18453912	-5837.3053724	-16794.30948552	-89.56968119999874
56	-22720.37176024	-5840.32936328	-16803.79813912	-76.2442578400005
57	-22760.20271792	-5886.125592800001	-16790.21947336	-83.85765175999768
58	-22776.31158984	-5847.68071272	-16850.645510079998	-77.98536704000071
59	-22749.26389776	-5847.259962159999	-16810.403271919997	-91.6006636800048
60	-22859.17211712	-5888.92979584	-16878.57140032	-91.6709209599976
61	-22729.600266560003	-5843.47376944	-16806.92079856	-79.20569856000293
62	-22801.273837840003	-5888.87051392	-16837.5533788	-74.84994512000412
63	-22814.577733680002	-5851.4794212	-16871.38225776	-91.71605472000374
64	-22793.1514984	-5889.501618159999	-16823.0010108	-80.64886943999954
65	-22743.78902768	-5861.54389008	-16799.02783272	-83.21730487999957
66	-22869.918872880004	-5879.89774496	-16909.314635680003	-80.70649224000226
67	-22877.276911999998	-5869.65075568	-16917.4174028	-90.20875351999712
68	-22828.76693536	-5868.705151839999	-16884.7568944	-75.30488911999782
69	-22824.07526424	-5890.31967448	-16855.82676536	-77.92882439999812
70	-22790.06298056	-5880.316741039999	-16838.95319984	-70.79303968000022
71	-22808.861232799998	-5881.633789359999	-16837.85885552	-89.36858791999839
72	-22794.64148896	-5905.55607736	-16802.91158104	-86.17383055999744
73	-22818.266241200003	-5874.105212879999	-16871.92363088	-72.2373974400034
74	-22828.31987704	-5890.43071328	-16857.7256612	-80.16350256000442
75	-22928.91054736	-5882.21000256	-16966.58671984	-80.11382495999715
76	-22809.129169039996	-5869.87042112	-16864.46669264	-74.79205527999511
77	-22832.309927519997	-5869.28821848	-16874.12933864	-88.89237039999716
78	-22832.6453108	-5879.814036160001	-16876.056607040002	-76.77466759999515
79	-22779.122445039997	-5858.5327924	-16834.41345008	-86.17620255999645
80	-22815.260484639995	-5898.14487536	-16836.95850936	-80.15709991999393
81	-22724.638242080004	-5871.12437624	-16777.360695999996	-76.15316984000674
82	-22679.57300096	-5858.83658592	-16739.81644456	-80.91997048000121
83	-22766.1506504	-5866.3500701600005	-16832.41037584	-67.39020439999877
84	-22829.26211224	-5863.49902704	-16886.70529368	-79.05779152000105
85	-22779.71208472	-5864.759776559999	-16831.35240352	-83.5999046399993
86	-22765.2767236	-5890.64547352	-16788.846287520002	-85.78496255999562
87	-22851.66754072	-5888.428371600001	-16887.62594256	-75.61322655999538
88	-22818.19684752	-5865.67675072	-16875.67570088	-76.84439591999762
89	-22762.34242976	-5840.83471072	-16848.87935416	-72.62836488000175
90	-22733.2432612	-5860.55988208	-16786.2884716	-86.39490751999983
91	-22741.56894944	-5860.35246016	-16810.721039840002	-70.49544943999717
92	-22724.1306448	-5827.5056852	-16816.00602128	-80.61893831999623
93	-22730.943318640002	-5841.424444	-16816.66500888	-72.85386576000019
94	-22741.0600184	-5837.364868879999	-16823.335621039998	-80.35952848000306
95	-22759.76999904	-5843.408535119999	-16831.424681200002	-84.93678272000034
96	-22781.911353440002	-5813.865496	-16889.090988	-78.95486944000368
97	-22778.78902064	-5832.36805192	-16864.2336392	-82.1873295200021
98	-22852.134765599996	-5877.72972824	-16893.466538880002	-80.93849847999445
99	-22803.582279520004	-5829.53633504	-16886.89719448	-87.14875000000393
100	-22779.666732960002	-5824.920021839999	-16870.553025359997	-84.19368576000488
101	-22775.637392160002	-5837.8811044799995	-16845.907839839998	-91.84844784000597
102	-22766.609473760003	-5847.0266284	-16856.330394560002	-63.25245080000241
103	-22800.73979352	-5895.21198352	-16830.242866319997	-75.28494368000247
104	-22808.4564376	-5849.129136480001	-16875.877938560003	-83.4493625599971
105	-22722.300640240002	-5844.47631216	-16794.04874008	-83.77558800000043
106	-22808.108763919998	-5854.17135824	-16875.40995832	-78.52744735999659
107	-22776.531757040004	-5859.86718568	-16837.99366976	-78.67090160000589
108	-22791.63043328	-5864.8854555200005	-16835.70603368	-91.03894407999906
109	-22704.43868432	-5832.60764784	-16787.8988536	-83.93218288000207
110	-22809.02692072	-5885.369413840001	-16844.70772944	-78.94977744000062
111	-22859.498138	-5919.4773171199995	-16865.983951759998	-74.03686912000194
112	-22823.393995360002	-5885.71133752	-16862.64467168	-75.03798616000495
113	-22813.87372016	-5848.495928400001	-16891.0411368	-74.33665496000322
114	-22851.853528	-5892.15437872	-16881.23695752	-78.46219176000159
115	-22780.41822024	-5844.21297464	-16850.68705408	-85.51819152000098
116	-22824.02309336	-5839.481148000001	-16899.782644400002	-84.75930095999502
117	-22739.026039279997	-5858.046087920001	-16795.156601839997	-85.82334952000019
118	-22755.305153920002	-5877.27660016	-16801.63348136	-76.39507240000239
119	-22819.56900944	-5867.222171920001	-16857.76662376	-94.58021376000397
120	-22711.999522239996	-5868.30405408	-16758.967403519997	-84.7280646399995
121	-22750.658890799998	-5857.90054416	-16809.134769520002	-83.62357711999357
122	-22828.649296080002	-5902.889379599999	-16849.87285928	-75.88705720000507
123	-22731.46961432	-5857.40674768	-16790.52025984	-83.54260680000152
124	-22790.30958616	-5836.6861656	-16876.4854384	-77.13798216000214
125	-22820.766746400004	-5865.093663039999	-16880.81794528	-74.85513808000542
126	-22749.88829848	-5860.24779944	-16810.66578168	-78.9747173600008
127	-22777.784900800005	-5826.866042400001	-16856.33627056	-94.58258784000282
128	-22671.014116320002	-5817.65054288	-16764.90077256	-88.46280088000276
129	-22780.624125200004	-5865.85991184	-16832.41604976	-82.34816360000332
130	-22758.94909216	-5870.12264864	-16809.321309760002	-79.50513375999799
131	-22764.519159040003	-5844.55658928	-16837.752132640002	-82.21043712000028
132	-22761.807528559995	-5867.74888064	-16815.0933784	-78.96526951999476
133	-22796.810664399996	-5838.26872912	-16873.72964016	-84.81229511999481
134	-22827.762810319997	-5875.664432	-16873.16853384	-78.92984448000061
135	-22804.96470656	-5870.74668504	-16859.27087872	-74.94714279999971
136	-22750.587599599996	-5841.28866336	-16826.1606888	-83.13824743999794
137	-22827.04739368	-5855.982417120001	-16894.45752016	-76.60745640000096
138	-22745.071873279998	-5887.3554568	-16773.39124064	-84.32517583999652
139	-22764.628165280003	-5856.30445944	-16822.95790896	-85.36579688000347
140	-22841.079753920003	-5903.33846064	-16862.73444472	-75.00684856000225
141	-22782.15664352	-5870.88778968	-16827.57461656	-83.69423728000038
142	-22839.06922488	-5885.70761496	-16869.91448768	-83.4471222400025
143	-22817.24868336	-5869.9189663199995	-16863.999933439998	-83.32978360000561
144	-22819.7488656	-5844.12537976	-16884.89909784	-90.72438799999873
145	-22754.35990144	-5885.159356560001	-16780.33943272	-88.86111215999699
146	-22835.00870112	-5890.82069408	-16865.47366608	-78.71434095999939
147	-22779.043900560002	-5858.65595936	-16838.319856000002	-82.0680852000005
148	-22838.49624976	-5903.5567732	-16837.8595396	-97.07993696000267
149	-22745.05118	-5842.9872608	-16820.97741328	-81.08650591999685
150	-22743.5996736	-5875.07144352	-16775.08758264	-93.44064744000207
151	-22761.119170079997	-5826.83708832	-16846.990646000002	-87.29143575999478
152	-22766.81129944	-5858.07686952	-16836.589167280003	-72.14526263999505
153	-22739.93174192	-5857.01380712	-16808.8233096	-74.09462520000307
154	-22741.44432384	-5840.196084720001	-16809.96296864	-91.28527048000251
155	-22759.72275776	-5863.943905599999	-16811.61735024	-84.16150191999986
156	-22747.267655999996	-5825.688074000001	-16841.480324959997	-80.09925703999761
157	-22851.087827760002	-5857.631793040001	-16914.89296576	-78.56306896000387
158	-22754.975637599997	-5872.86130064	-16811.5479472	-70.56638975999522
159	-22781.454471920002	-5835.49660696	-16863.835819519998	-82.1220454400027
