frame	complex	receptor	ligand	dG
0	-22870.743840799998	-5951.65542152	-16843.97548728	-75.11293199999636
1	-22781.878350320003	-5962.54348072	-16748.87800336	-70.45686624000155
2	-22832.71769992	-5924.1687868	-16831.568616480003	-76.98029663999478
3	-22887.809426080003	-5938.9742628799995	-16867.06972104	-81.76544216000548
4	-22901.32823616	-5922.86226856	-16901.98268208	-76.48328552000021
5	-22851.268143280002	-5928.4995603200005	-16851.3031568	-71.46542616000079
6	-22864.45828112	-5942.315029519999	-16842.001413439997	-80.14183816000514
7	-22843.41481792	-5928.58084832	-16839.825376160003	-75.008593439994
8	-22803.71889952	-5962.517546	-16762.94765888	-78.25369464000323
9	-22857.840767600002	-5932.36233864	-16850.2219876	-75.25644136000119
10	-22784.7716084	-5951.23104072	-16750.73429336	-82.80627431999892
11	-22801.36649752	-5930.4010036	-16797.42875104	-73.53674288000184
12	-22740.87124256	-5920.53360128	-16745.5547808	-74.78286047999791
13	-22839.169247039998	-5942.360022	-16798.404940559998	-98.40428447999875
14	-22906.23407168	-5957.06535112	-16861.55078432	-87.61793623999984
15	-22920.6337624	-5931.04044992	-16909.87073	-79.72258248000071
16	-22778.013522079997	-5942.85965896	-16749.85780064	-85.29606247999618
17	-22858.87287016	-5959.76505536	-16819.53593008	-79.57188472000053
18	-22837.822319360002	-5915.95332536	-16846.9903704	-74.87862360000508
19	-22882.901792000004	-5956.28745952	-16854.24714328	-72.36718920000203
20	-22886.17510616	-5975.73634792	-16836.23600864	-74.20274960000097
21	-22875.74801888	-5976.5640001599995	-16834.69560224	-64.4884164799987
22	-22856.730356000004	-5943.38630288	-16832.693535360002	-80.6505177600011
23	-22925.74698584	-5949.4944916800005	-16889.55742152	-86.69507263999913
24	-22854.26074208	-5951.592746000001	-16829.2981136	-73.36988247999761
25	-22846.94538768	-5970.54605552	-16816.47116184	-59.92817031999948
26	-22942.17324536	-5986.0138688	-16879.41149144	-76.74788511999941
27	-22964.888176959998	-5959.59173816	-16921.94507472	-83.35136407999744
28	-22956.32187856	-5986.22522408	-16894.0193308	-76.07732367999779
29	-22832.07702392	-5949.8625772	-16803.986844	-78.22760271999869
30	-22881.608111840003	-5955.70552728	-16849.246451599996	-76.65613296000811
31	-22855.044270960003	-5953.3212908	-16822.78396992	-78.93901024000297
32	-22841.72003328	-5930.543266160001	-16837.44259848	-73.73416863999955
33	-22833.19815232	-5944.0459832	-16823.302136800005	-65.85003231999872
34	-22906.16047488	-5974.705294480001	-16872.07128648	-59.3838939199959
35	-22942.573740239997	-5958.793389040001	-16916.1884152	-67.59193599999708
36	-22945.576933520002	-5977.2907948	-16900.15312488	-68.13301384000442
37	-22746.29348704	-5964.5671076	-16711.61250136	-70.11387807999927
38	-22890.026081199998	-5969.54389992	-16852.733841999998	-67.74833928000226
39	-22873.926444239998	-5958.36447968	-16851.4258868	-64.13607775999844
40	-22909.57722624	-5984.49910936	-16855.75378752	-69.32432935999896
41	-22843.902333039994	-5949.3863198399995	-16824.807985280004	-69.70802791999085
42	-22804.327819920003	-5932.75690096	-16795.25396896	-76.31695000000036
43	-22855.080539839997	-5968.54268376	-16812.29044312	-74.24741295999775
44	-22835.43531288	-5992.75876072	-16782.6888012	-59.987750959997356
45	-22833.85173384	-5987.4199968	-16776.915603920002	-69.51613311999972
46	-22915.23803936	-5983.130753200001	-16867.03366272	-65.07362343999557
47	-22883.971283520004	-5975.4027416	-16848.546134800003	-60.022407120002754
48	-22888.117178959998	-5975.8211628	-16848.21990256	-64.0761136000001
49	-22907.5081012	-5980.94423776	-16842.96383616	-83.60002728000109
50	-22769.86986592	-5960.84854872	-16740.11117824	-68.91013896000004
51	-22802.10627888	-5968.9603956	-16753.639059840003	-79.5068234399987
52	-22817.67701208	-5980.10376272	-16774.21508192	-63.358167440001125
53	-22883.42771208	-5991.71410576	-16829.79342192	-61.920184400001745
54	-22812.546855919998	-5973.77895568	-16766.420116639998	-72.34778359999837
55	-22878.17122744	-5965.78497832	-16844.460792	-67.92545711999992
56	-22743.315664880003	-5971.08018016	-16696.30016712	-75.93531760000405
57	-22826.72767512	-5967.2291188	-16774.77237168	-84.72618464000334
58	-22928.356648240002	-5971.809252159999	-16882.70306512	-73.84433096000066
59	-22824.13381176	-5951.04062384	-16791.88535688	-81.20783103999929
60	-22844.641199280002	-5960.965226	-16805.262079600005	-78.41389367999727
61	-22790.53710528	-5953.601186160001	-16767.21198376	-69.723935359998
62	-22792.1591884	-5965.61363872	-16760.846704159998	-65.69884552000076
63	-22798.564369679996	-5962.35509696	-16766.57806328	-69.63120943999456
64	-22837.05494288	-5946.06035744	-16804.00213312	-86.99245231999885
65	-22910.99848984	-5975.06390056	-16874.8219656	-61.11262368000098
66	-22846.663570959998	-5969.634697439999	-16793.69018472	-83.33868879999864
67	-22849.685112799998	-5945.37490416	-16833.795146	-70.51506263999545
68	-22762.259831519998	-5945.6588428000005	-16749.387977920003	-67.21301079999466
69	-22731.91412608	-5935.48625584	-16723.1323436	-73.29552663999857
70	-22777.269801919996	-5950.67227672	-16760.82385136	-65.77367383999444
71	-22825.36817016	-5931.43117416	-16825.6119892	-68.32500680000157
72	-22860.434248399997	-5981.656777679999	-16809.55036792	-69.22710279999592
73	-22848.81826128	-5966.2315084	-16814.917921120003	-67.66883175999828
74	-22829.863772	-5969.804094640001	-16789.94686752	-70.11280984000041
75	-22839.041086720004	-5938.664700640001	-16824.84997392	-75.5264121600012
76	-22830.16538824	-5954.70461376	-16797.4646296	-77.99614487999861
77	-22856.44178592	-5953.406416639999	-16828.3146152	-74.72075408000092
78	-22798.9863012	-5951.9073628	-16770.2634	-76.81553839999833
79	-22818.05828544	-5927.78614312	-16813.22993792	-77.04220440000063
80	-22807.55070312	-5937.9187449599995	-16790.77476392	-78.85719424000126
81	-22823.56663048	-5926.9332343999995	-16826.058392000003	-70.5750040799976
82	-22755.66568496	-5928.83855032	-16750.28326544	-76.54386919999888
83	-22788.40589424	-5943.205813680001	-16775.784811679998	-69.41526888000226
84	-22830.2412516	-5930.68092416	-16831.43274976	-68.12757767999938
85	-22775.40323408	-5953.9420830399995	-16751.05683088	-70.40432015999977
86	-22781.36060288	-5930.18485944	-16775.45898112	-75.71676232000027
87	-22776.080433199997	-5914.61954464	-16790.67148384	-70.78940471999522
88	-22812.48556832	-5946.471301760001	-16790.265040879996	-75.74922568000329
89	-22791.092983999995	-5938.55255576	-16776.40359872	-76.13682951999363
90	-22777.57316208	-5968.23470776	-16734.212894319997	-75.12556000000404
91	-22841.34289224	-5959.58751336	-16800.44247608	-81.3129028000003
92	-22794.71068592	-5927.345941760001	-16791.70458952	-75.66015463999793
93	-22785.354342640003	-5923.4196324800005	-16792.927734800003	-69.00697536000007
94	-22837.54432336	-5956.82914384	-16807.800091279998	-72.91508824000266
95	-22817.99734384	-5943.672837280001	-16803.7632816	-70.56122495999807
96	-22776.97575624	-5931.1712523999995	-16785.76500168	-60.039502160001575
97	-22804.10315792	-5943.92648992	-16782.9444276	-77.23224040000059
98	-22833.870860080006	-5970.85793672	-16797.853823839996	-65.15909952000948
99	-22812.390757920002	-5916.46022344	-16823.29033384	-72.64020064000215
100	-22820.651766239997	-5944.554817440001	-16801.5630556	-74.53389319999769
101	-22818.05255288	-5919.900297279999	-16821.35829712	-76.79395847999695
102	-22851.2614624	-5947.90460552	-16849.84170568	-53.515151200004766
103	-22707.919457920005	-5909.55412576	-16742.36644336	-55.99888880000799
104	-22821.7707504	-5935.10897488	-16821.11750992	-65.54426559999774
105	-22815.60616616	-5922.918815679999	-16832.757594159997	-59.929756320005254
106	-22825.36715328	-5933.297801199999	-16823.524942480002	-68.5444095999992
107	-22840.94198544	-5944.6329354399995	-16831.31940984	-64.98964015999809
108	-22884.850812880002	-5950.42017808	-16874.58065824	-59.84997656000269
109	-22857.104869439998	-5931.22356448	-16861.51194872	-64.36935624000034
110	-22813.776588319994	-5940.66392672	-16804.918864640003	-68.19379695998941
111	-22826.22786136	-5974.069872319999	-16783.426873599998	-68.7311154400013
112	-22752.38239056	-5958.527194880001	-16715.195600159997	-78.65959552000277
113	-22812.093289439996	-5941.43993728	-16799.39010744	-71.2632447199976
114	-22849.59478584	-5968.2340744	-16813.841085440003	-67.51962599999752
115	-22863.66853064	-5933.93773344	-16855.41043496	-74.32036223999967
116	-22952.58142632	-5953.7690984	-16921.298872239997	-77.51345568000397
117	-22806.932984479998	-5902.72591776	-16840.688781999997	-63.51828472000125
118	-22809.025534	-5941.2570171200005	-16803.21183328	-64.55668360000345
119	-22805.25235608	-5937.3839584	-16804.64157872	-63.226818960003584
120	-22803.225278719998	-5951.47928552	-16783.682238319998	-68.06375488000049
121	-22747.98996616	-5924.735635599999	-16753.85903848	-69.39529208000022
122	-22760.347241999996	-5946.351799200001	-16744.09127216	-69.90417063999485
123	-22728.05007552	-5967.72443032	-16690.24345416	-70.08219104000091
124	-22772.72475	-5918.18581696	-16792.475174240004	-62.06375879999541
125	-22764.94151104	-5938.51224384	-16775.566252239998	-50.863014960003056
126	-22793.01581736	-5978.12856176	-16744.67838256	-70.20887303999916
127	-22779.63759104	-5924.2714389600005	-16788.17453048	-67.19162159999905
128	-22861.44167992	-5944.8816949600005	-16837.99954608	-78.56043888000204
129	-22809.654300399998	-5941.298359840001	-16791.1671796	-77.1887609599944
130	-22828.6924756	-5968.999672800001	-16786.57842128	-73.11438152000119
131	-22798.28275848	-5965.37511872	-16758.64043672	-74.267203039999
132	-22788.78559864	-5930.66118784	-16788.25328272	-69.87112807999802
133	-22776.58475816	-5936.1735740799995	-16755.53383936	-84.87734472000011
134	-22762.596173840004	-5957.85767008	-16732.87124488	-71.86725888000365
135	-22824.05693312	-5959.35801384	-16794.35479264	-70.34412664000047
136	-22780.59772568	-5972.66707488	-16737.825122399998	-70.1055284000031
137	-22895.209627999997	-5975.19032696	-16850.59480224	-69.42449879999549
138	-22837.15584744	-5936.943742399999	-16825.61758536	-74.59451968000212
139	-22844.190012719995	-5966.06183256	-16806.71350136	-71.41467879999618
140	-22797.67148352	-5942.34393368	-16790.05098296	-65.27656687999843
141	-22813.544991440005	-5944.11302072	-16803.5243636	-65.90760712000338
142	-22879.0690612	-5945.369901599999	-16865.54724344	-68.15191616000084
143	-22757.63678944	-5958.064853360001	-16724.81932872	-74.75260735999836
144	-22810.889065360003	-5935.65701368	-16802.685232719996	-72.54681896000693
145	-22854.049964640002	-5969.067438399999	-16803.36920544	-81.61332080000284
146	-22824.55082736	-5949.88577184	-16808.240932	-66.42412351999883
147	-22782.33227872	-5923.755750079999	-16781.10763576	-77.46889288000239
148	-22807.557448	-5939.939713839999	-16793.23130656	-74.38642760000221
149	-22841.770803279996	-5951.31111912	-16817.503344719997	-72.95633943999928
150	-22840.67946864	-5989.328614960001	-16773.79036864	-77.56048504000137
151	-22922.854778959998	-5975.94856448	-16866.64857072	-80.25764375999643
152	-22762.09048848	-5955.876011039999	-16727.47296024	-78.74151720000009
153	-22840.19538136	-5948.4351828	-16816.31019	-75.45000856000115
154	-22841.49441544	-5961.980507279999	-16807.63930592	-71.87460223999733
155	-22864.402816879996	-5919.557014160001	-16875.5633448	-69.28245791999507
156	-22920.101302640003	-5968.12246904	-16886.19425248	-65.78458112000226
157	-22965.59125528	-5980.443456	-16909.33327696	-75.81452232000083
158	-22867.03285616	-5952.55546752	-16833.2369372	-81.24045144000047
159	-22866.29139248	-5958.590135119999	-16826.81251528	-80.88874208000198
160	-22845.275129360005	-5936.80277936	-16836.39336712	-72.07898288000433
161	-22823.372687200004	-5961.89633536	-16792.202951519997	-69.27340032000575
