frame	complex	receptor	ligand	dG
275	-22934.46644008	-5994.028410880001	-16875.69778792	-64.74024128000019
276	-22846.84343464	-5969.29622064	-16812.042607440002	-65.50460655999632
277	-22848.282086400002	-5974.05498968	-16796.53605648	-77.69104024000262
278	-22833.19510392	-5962.4198926399995	-16791.953921199998	-78.82129008000265
279	-22860.913364559998	-5976.17137304	-16814.5164084	-70.22558311999819
280	-22988.019394479998	-6012.025974239999	-16910.955293439998	-65.03812679999828
281	-22767.09467632	-5947.97082968	-16743.510276	-75.61357064000185
282	-22956.82307704	-6002.2749972	-16882.83025896	-71.71782088000327
283	-22839.79156968	-5988.599604159999	-16781.96925728	-69.22270824000225
284	-22992.47155376	-5980.08387496	-16937.69050728	-74.69717151999794
285	-22935.410621199997	-5977.63804016	-16891.71074168	-66.06183935999798
286	-22851.187033199996	-5959.52420248	-16815.80339872	-75.85943199999747
287	-22864.90553208	-5949.51793264	-16830.35528248	-85.03231696000148
288	-22863.113802959997	-5977.765729840001	-16808.28620128	-77.06187183999646
289	-22829.10219608	-5970.50512024	-16779.34769088	-79.24938495999959
290	-22869.67276456	-5968.1144708	-16830.575308080002	-70.98298567999882
291	-22911.01095424	-5966.83978032	-16868.402039840003	-75.76913407999746
292	-22908.1945528	-5938.9335928	-16904.12876448	-65.1321955200001
293	-22962.78243992	-5995.95746824	-16898.960191439997	-67.86478024000098
294	-22912.0274004	-5991.86268992	-16846.21274824	-73.95196224000028
295	-22824.186949519997	-5961.676483599999	-16789.64714752	-72.86331839999548
296	-22871.790565040003	-5952.5737708	-16835.019838959997	-84.19695528000739
297	-22836.12687224	-5960.216093839999	-16792.04526472	-83.86551368000073
298	-22935.91946432	-5960.63978592	-16895.98329448	-79.29638391999833
299	-22802.69960792	-5951.02852848	-16775.63699472	-76.03408471999865
300	-22847.116543279997	-5948.50586584	-16828.09738888	-70.513288559996
301	-22840.03726464	-5940.405017200001	-16814.59517544	-85.03707199999917
302	-22711.668338	-5937.0911188	-16698.03021344	-76.54700575999959
303	-22819.4482996	-5950.85473496	-16795.533156960002	-73.0604076799973
304	-22802.442606960005	-5927.37659464	-16801.15073216	-73.91528016000666
305	-22863.99597912	-5934.16367288	-16861.87101632	-67.96128992000013
306	-22870.784656959997	-5929.76716664	-16866.617985840003	-74.39950447999217
307	-22818.522114159998	-5908.0330332799995	-16833.312218080002	-77.17686279999543
308	-22905.68698424	-5940.588710160001	-16895.56371568	-69.53455839999879
309	-22904.09274272	-5954.21363784	-16877.42723248	-72.45187240000087
310	-22829.97031584	-5965.3850332	-16799.97962352	-64.60565911999947
311	-22837.917518000002	-5959.44568704	-16816.437880240002	-62.033950720000576
312	-22882.47540856	-5954.85262512	-16853.8305156	-73.79226783999911
313	-22897.410653519997	-5962.637515200001	-16869.581238	-65.19190031999824
314	-22902.208137679998	-5952.771142480001	-16882.35380168	-67.08319351999671
315	-22888.70996464	-5945.60624592	-16865.70999088	-77.39372783999715
316	-22795.185627120005	-5945.570737519999	-16777.62426024	-71.99062936000337
317	-22808.326464079997	-5936.83316824	-16805.2689684	-66.22432743999525
318	-22863.593154959995	-5982.12268024	-16807.513045039996	-73.95742967999831
319	-22868.130821759998	-5982.1478042399995	-16818.62402944	-67.35898807999547
320	-22867.16004424	-5955.0162936	-16844.165547599998	-67.97820304000561
321	-22825.635316880005	-5972.2946931999995	-16792.7111792	-60.629444480007805
322	-22832.10131624	-5983.9594156	-16779.7883504	-68.35355024000455
323	-22808.10891088	-5956.38243152	-16786.72143256	-65.00504680000086
324	-22761.671890640002	-5945.089164960001	-16756.15254464	-60.4301810399993
325	-22747.36568472	-5956.719382000001	-16714.81428216	-75.83202055999936
326	-22759.400161280002	-5925.9456728800005	-16759.513692	-73.940796400002
327	-22789.48876424	-5931.622144	-16796.50927176	-61.35734847999993
328	-22780.00607416	-5938.78408408	-16778.911972960002	-62.31001711999488
329	-22807.430462160002	-5949.6553585599995	-16789.46216928	-68.3129343200053
330	-22852.696465439996	-5975.30295312	-16807.69344264	-69.70006967999507
331	-22796.8475824	-5991.58850624	-16744.12841312	-61.13066303999949
332	-22816.479967040003	-5949.68957824	-16812.33332976	-54.457059040003514
333	-22742.003131120004	-5954.34660752	-16715.823195200002	-71.83332840000003
334	-22855.527886400003	-5963.4629229600005	-16828.18876592	-63.87619752000319
335	-22842.258576879998	-5979.22846656	-16795.573753760003	-67.45635655999286
336	-22827.161725039998	-5958.167987760001	-16801.20632464	-67.78741263999837
337	-22845.10047048	-5971.82284808	-16793.66304336	-79.61457904000054
338	-22800.243559199997	-5976.819031440001	-16740.86876864	-82.55575911999404
339	-22861.305565199997	-5956.28094032	-16834.42448064	-70.60014423999746
340	-22859.775101920004	-5974.69583816	-16814.76875448	-70.31050928000332
341	-22900.302949039997	-5963.26639376	-16856.41101088	-80.6255443999944
342	-22879.4481376	-5953.10228208	-16860.173089120002	-66.17276639999909
343	-22852.1243008	-5994.1344524	-16790.852221600002	-67.13762679999854
344	-22868.149669039998	-5974.840771120001	-16827.396304399997	-65.91259351999906
345	-22908.37841192	-5996.7261247199995	-16846.90003064	-64.75225655999748
346	-22743.925968879998	-5966.20343552	-16718.843923599998	-58.87860975999865
347	-22873.39401152	-5969.97826208	-16848.91242248	-54.50332695999896
348	-22837.85528832	-5985.92871016	-16795.46736912	-56.459209039996495
349	-22809.136732	-5975.89452464	-16764.47774232	-68.76446503999978
350	-22807.349642639998	-5947.8427967200005	-16795.23989488	-64.26695103999737
351	-22878.16936472	-5942.80954424	-16873.7370116	-61.622808880001685
352	-22853.47978792	-5960.7890707199995	-16830.8658532	-61.82486400000198
353	-22819.0927456	-5938.549876720001	-16831.67587752	-48.86699135999879
354	-22849.7322388	-5942.030244959999	-16842.82744816	-64.87454568000248
355	-22794.951207840004	-5967.77412128	-16769.58983296	-57.58725360000608
356	-22827.0263452	-5974.88587768	-16793.6383224	-58.50214512000093
357	-22895.24821112	-5985.3800688	-16845.085076	-64.78306632000022
358	-22810.52438632	-5960.448004639999	-16782.786031280004	-67.29035039999872
359	-22880.73796976	-5987.338086160001	-16828.583823840003	-64.81605975999628
360	-22884.77334384	-5978.53684072	-16844.83110608	-61.405397039998206
361	-22853.96200616	-5939.990281599999	-16849.15558784	-64.81613672000094
362	-22761.549763119998	-5959.48411856	-16739.071407360003	-62.99423719999322
363	-22813.74706968	-5978.95368472	-16775.79073408	-59.00265088000015
364	-22860.22200096	-5995.79351352	-16801.09650704	-63.33198039999843
365	-22844.372676080002	-5970.069583359999	-16802.34740328	-71.95568944000115
366	-22873.08858048	-5982.46880688	-16823.56150024	-67.05827335999857
367	-22767.679740719996	-5934.2482430400005	-16764.22351056	-69.20798711999305
368	-22821.64160272	-5922.09383312	-16822.653114639998	-76.89465496000048
369	-22836.780768639997	-5971.69171248	-16797.27315	-67.81590615999448
370	-22824.552373839997	-5968.494382559999	-16786.01737296	-70.04061831999934
371	-22757.96177496	-5949.908527119999	-16746.1547232	-61.89852464000069
372	-22704.984413279995	-5951.31321144	-16698.60051744	-55.07068439999421
373	-22822.5880156	-5934.36427656	-16821.858566400002	-66.36517263999485
374	-22828.237866479998	-5943.7141552	-16817.26479488	-67.25891639999827
375	-22871.26033696	-5923.54590832	-16887.201212239997	-60.51321640000242
376	-22860.841125040002	-5974.85086072	-16828.02050856	-57.96975576000477
377	-22854.014497520002	-5958.8792816800005	-16834.67712376	-60.458092079999915
378	-22891.06929208	-5987.759408079999	-16832.567501839996	-70.74238216000595
379	-22833.31085736	-5967.801642400001	-16801.72312336	-63.786091599999054
380	-22789.36110312	-5947.23650328	-16776.37829112	-65.74630872000125
381	-22868.88376504	-5977.02718976	-16826.24647976	-65.61009551999814
382	-22729.078900319997	-5948.23490424	-16707.426646559998	-73.41734951999752
383	-22821.70864768	-5963.78177616	-16795.99981592	-61.92705560000104
384	-22784.21020784	-5961.4792084	-16763.1900032	-59.540996239997185
