time_ns,sec.str. C$\rm\alpha$ MP $\rm\AA$,sec.str. C$\rm\alpha$ RBD $\rm\AA$,sec.str. C$\rm\alpha$ complex $\rm\AA$,sec.str. C$\rm\alpha$ MP interface helices $\rm\AA$,sec.str. C$\rm\alpha$ MP distanced helix $\rm\AA$
1.0,0.9380013443292198,1.2904209642490667,1.218553072690973,0.928116925306312,0.7088899919522457
2.0,0.8708350703898928,1.2373869006573666,1.1762832932142653,0.8604420761560567,0.6253520372247149
3.0,0.7558762084380233,1.3476442393646317,1.1887086746406494,0.7055708429154621,0.6600393555900037
4.0,0.9514672659306008,1.4190447946912264,1.5225698183666765,0.9632245379714159,0.7498578401345982
5.0,1.177645371844048,1.7152499227472855,1.562260288599637,1.1582667934476285,0.7421311946598592
6.0,1.1635382940022378,1.742733644427504,1.7826635189048392,1.1076810953612488,0.7273732424216287
7.0,1.2332149145968054,1.4424314042956892,1.5723632148487507,1.095404830713652,0.7733998801525414
8.0,0.9560877544655774,1.6238301127637444,1.4317442537189344,0.8503947591920583,0.8478013870761921
9.0,0.8012508919729224,2.104730416018259,1.7023170369787373,0.8454815720946556,0.6004012853254672
10.0,0.8912242716624307,1.7477027198951702,1.4852745436394295,0.8792164849371487,0.6039145485637756
11.0,1.0716182960796363,1.7630853518157266,1.561985558070242,0.9601516462297917,0.7828876852959086
12.0,1.092706580937955,1.6040693734877356,1.4785464972157538,1.0449601558092092,0.8104995712051093
13.0,0.9630027170720052,1.4198971990880112,1.3112189975855768,0.8817724450194392,0.8323201642310002
14.0,1.0292381010944411,1.812561332314726,1.594208126017699,1.0797240014859946,0.634606390622097
15.0,1.3227840168454743,1.7502564947477703,1.6860190560293116,1.2472475822584215,0.8116174800907008
16.0,1.1760923050885124,1.6963938400798635,1.6688448744739328,1.0479558881990445,0.7957213626433992
17.0,1.0086733362660856,2.165060936095288,1.785367753899834,0.9858620750663295,0.6733259652840925
18.0,1.1384771716643405,1.589921817176291,1.5135470663129171,1.0685662354701375,0.8047708718356593
19.0,1.1521477212014568,1.5876395744570122,1.5503200230902734,0.9511730483632094,1.052452956153328
20.0,1.0319819838165616,1.5563996952061463,1.4712457180488547,0.9124092161608307,0.8710538761830522
21.0,1.0960112467447953,1.8600527418617987,1.596133466563781,1.0158453382872763,0.7725981528862181
22.0,1.2110117713750055,1.359086514423679,1.5184280065409217,1.034716286263313,0.7628725454407943
23.0,1.1496891722822267,1.395720390853691,1.5516246863595886,0.9968764142655347,0.8642400520922943
24.0,0.9727392761424962,1.710811853011828,1.5564184930053244,0.892822430486269,0.8703951021228676
25.0,1.0199317389524585,1.3914702803405214,1.4819964505348593,0.9381577815327441,0.7494301863742764
26.0,1.0917356628697752,1.188616507883206,1.275300045509767,0.9477431734881728,0.9019137471606756
27.0,1.274093711601505,1.2467169125739317,1.3808098726062967,1.1162286942661155,0.8221047311629519
28.0,1.195324733599855,1.5776113195277714,1.6013010616433943,1.0009581762898545,0.7986746210744703
29.0,1.496327000879484,1.2743305769305866,1.7294848739577535,1.1024330587832225,1.2154038387562391
30.0,1.1060164681116258,1.3709309650434596,1.5642741448766255,0.9685069531618946,0.8300405489978655
31.0,0.9355907156148832,1.3658681391935128,1.3038515713255425,0.8540408716801938,0.7887740885243695
