time_ns,sec.str. C$\rm\alpha$ MP $\rm\AA$,sec.str. C$\rm\alpha$ RBD $\rm\AA$,sec.str. C$\rm\alpha$ complex $\rm\AA$,sec.str. C$\rm\alpha$ MP interface helices $\rm\AA$,sec.str. C$\rm\alpha$ MP distanced helix $\rm\AA$
1.0,1.2998163045334237,0.9637170045755903,1.4190539533047901,1.2009205705743446,0.8499765742192054
2.0,0.9379489375825464,0.9245216795177953,1.2598679710003615,0.978696375420877,0.686471330171363
3.0,0.9214535256870418,0.8656496129840286,1.2829783998012643,0.9497402445605209,0.6698908356465006
4.0,1.105554003633167,1.0565510606487463,1.2310127605566645,1.028126770399182,0.8497536862355375
5.0,1.0422620949196966,1.3308430328414105,1.4194294677936659,1.008010076651932,0.6511823358897723
6.0,1.1378920336795366,1.243684800280513,1.4247407473222187,1.066699266680739,0.7950741921035549
7.0,1.0078985190650511,1.416822017958144,1.5797839175035475,1.049167782991136,0.6610081273764569
8.0,0.9349403842985025,1.0949819760863981,1.1975479579937154,0.9679527140873265,0.5753442102945577
9.0,1.0894472989457527,1.2371885483911549,1.3934314174338218,0.9374075443408579,0.7363466878821568
10.0,1.2078574947015934,1.2644441319701163,1.5064387360144529,1.2267230511464562,0.6972224492460909
11.0,1.0353221709274958,1.5103041065833829,1.690596545775686,0.9993718187479677,0.8245014956103198
12.0,0.8970634636877114,1.4165873846282553,1.5308357969289776,0.9345231114546431,0.7776449079081306
13.0,0.756473103853247,1.2282367244682681,1.3953688843310903,0.8284716328308201,0.5527274469249632
14.0,1.0117564706177555,1.1681693054553974,1.530566018800126,1.0228411560639943,0.8385026787462048
15.0,1.1334690478928666,1.7087632072021013,1.7438448734455176,1.1386778304613434,0.6091223954140922
16.0,1.018507347279253,1.5753223494267645,1.6162442730326905,1.025381660868689,0.7325008960781704
17.0,1.1680880581489823,1.4275717436552477,1.5059115094398716,1.0651973864516593,1.0211715168762117
18.0,1.0784724992869623,1.725499020778742,1.6599654224394842,1.037896996678684,0.9143431919445896
19.0,1.128931424475759,1.6217515993162819,1.6394926070506446,0.8929083791729503,1.0433421259380284
20.0,0.7973605411197668,1.5799193892406127,1.4554762268138461,0.8579700115024185,0.5653930216485521
21.0,0.9016478598731016,1.7400178132268103,1.5020999335461085,0.7819615165264279,0.8957054219841873
22.0,0.8360350186777874,1.2016842553218865,1.2602046028403997,0.851207790433935,0.6143969172121279
23.0,1.1295677367703019,1.487239172823499,1.763676186375637,1.0997528422446956,0.7217776105270446
24.0,1.1346669397046976,1.3541270140584614,1.4671417771413042,1.07248261015666,0.8165479675557219
25.0,0.9945639169110775,1.4584206289453427,1.6285265608968085,0.938292489356304,0.6245824059958145
26.0,0.9051289766877602,1.348509949967044,1.5162879125991717,0.8307200785360525,0.6344133826955436
27.0,1.0058919793197325,1.3376601743256187,1.4178396353039944,0.9854584307797477,0.7988486071870979
28.0,0.9610350613009818,1.1920648884642644,1.3797149368699855,0.9191359487641649,0.76529720600327
29.0,0.8910037300628386,1.032368352996598,1.3021220821092903,0.8304692298928346,0.6420728526527987
30.0,0.9184617716775572,1.1405101251738763,1.3226956814763369,0.9011641767419735,0.5558091640652385
31.0,1.0322499182516667,1.2632624896766638,1.3667664151138674,0.9713865370884421,0.6567845569144886
32.0,0.8383877730459055,0.9863796866934764,1.1922354297394002,0.8864675700834789,0.5538218127407533
33.0,0.781573447550546,1.1460529969224207,1.1951200637214028,0.8064142039612038,0.4902204818499021
34.0,0.9213294781535973,1.4305508692367168,1.5558304373954794,0.9187010957653614,0.7353500675407135
35.0,1.068682560518008,1.410818196104726,1.409228791117697,0.9127425476570153,0.8245396328065115
36.0,0.9066778737466213,1.24191709097505,1.3308544202255073,0.8589351727792994,0.7101891292146141
37.0,1.015444305255502,1.3524841593866475,1.585817418592701,0.9274270651678068,0.6562680403036416
38.0,0.8306489564400009,1.261899026651161,1.2880468030855965,0.7883044924130318,0.650668183737261
39.0,0.8890344190642488,1.1969074004831475,1.4299726478783983,0.6989413144368781,0.6153263416749738
40.0,0.9100150670605079,1.1171020167607082,1.1519199956081316,0.7970322436570259,0.758249828553286
41.0,1.1822134115291911,1.1698410776689763,1.3780350472672733,0.8327415430325521,0.904875576416107
42.0,0.8319703052486889,1.1300669424271512,1.2588773407736522,0.7365220206204153,0.7246035837696853
43.0,0.9337881097815919,1.1120992412321316,1.3107432008040807,0.7322192901609736,0.7681151849217437
44.0,0.7562861263306547,1.1851977574365935,1.2594131867528187,0.7560971235970609,0.6434651085254973
45.0,0.9921583452599172,1.1442586947324658,1.3561460380805002,0.9315195187217804,0.6637524070308525
46.0,1.1485176249174394,1.1947360309184545,1.8246919546569065,0.9504099702245316,0.5966589093784369
47.0,1.0071487705041673,1.2153985655314659,1.4929933264990916,0.8675139268172402,0.6577360111951039
48.0,1.2594837350695838,1.2267083067131974,1.499624364719711,0.8648561250253426,0.8389188694198271
49.0,0.8700616303453004,1.004935523654348,1.227943737884493,0.7059739172594397,0.6125957967955127
50.0,0.8719722475827636,1.070159433482178,1.1283450249228915,0.7257233916621709,0.5994742972544248
51.0,0.8698703372916309,1.1049223725958035,1.202684360288583,0.8568496247192394,0.5798405431080778
52.0,1.0121980061566223,1.2428100798223238,1.2666051525971167,0.9700546895952284,0.6585919287134732
53.0,0.947654372157378,0.9975212242530846,1.218980688165867,0.7485410854609027,0.7250154566555274
54.0,0.9292213518714806,1.0518419069393534,1.235903042468292,0.9793964316486722,0.5301891991628157
55.0,1.2109606544095264,1.2620782192144462,1.4406489664512403,1.010566008103517,0.7575884642829409
56.0,1.123818821266852,1.1480521146415366,1.4953263397005705,1.0150763812095809,0.8247773078027243
57.0,1.0022636232261766,1.067418221488889,1.414660280895593,1.0487545495843165,0.6619223706304709
58.0,1.1660900548855413,1.0797328560595174,1.3570561988989314,0.9484551601216675,0.7704832931667626
59.0,1.0867865186842023,1.0557814965564654,1.3454814000872362,0.9196861806694051,0.7408042004325613
60.0,0.938936893665636,1.0281792953878595,1.1745078513368825,0.8926821486896652,0.6296119691181188
61.0,0.8495182066315716,1.07675928571731,1.209384875777186,0.7883336276673053,0.6135083724610569
62.0,1.0561593762936219,1.1917333325881316,1.2943493333157507,0.8456344866874683,0.7005764157337168
63.0,0.9268983354480617,1.1347146042862366,1.1631966862409802,0.8528958400269954,0.656662802010378
64.0,1.0724718459215563,1.1818730578843222,1.3205561334135827,0.967774804317992,0.5893539455905552
65.0,0.9719520339217508,1.0009913771895291,1.3154316257820637,0.8070516632234342,0.6149109808072485
66.0,1.0260461725237056,1.1234896982014246,1.191496138274576,0.9202285064519112,0.6957109589550542
67.0,1.0009576821618005,1.4554024172552242,1.5735242103378877,0.8440983737022952,0.7499025041921243
68.0,0.912437660123729,1.2393424315584574,1.4813445272287529,0.7766859722869789,0.7036785814051641
69.0,0.9132855104445988,1.266402935558603,1.3571967702741832,0.8130079255166831,0.6567872106648254
70.0,0.858196465472046,1.034910424992721,1.1746905539644887,0.8790299993971119,0.5995129440342641
71.0,1.057562222500582,1.2551542848297983,1.5080309061043635,0.9268192320163657,0.8616055722784031
72.0,1.1246459106372957,1.255672627735991,1.3528401759156543,1.0024443968927685,0.6143381643276677
73.0,0.8314353738170316,1.1261776965962793,1.111437172143529,0.8043267112766014,0.551745391487425
74.0,0.9407808065045633,0.8986464273149924,1.0706800370341862,0.9807492246923645,0.5971745963531341
75.0,0.9491383167167068,1.048017655950748,1.2269413024233573,0.8730878015598034,0.7048594301640273
76.0,0.9918641908024526,1.0386696979781564,1.4612529490050898,0.9300916647354316,0.6826205057036181
77.0,0.9097554836624415,1.1734491398387732,1.2913531068242314,0.941621732675111,0.522847658159059
78.0,1.1792838620148713,1.518417281901322,1.7303560252438908,0.9511544040473966,0.7835460672762877
79.0,0.896096711213862,1.2503495197625671,1.5391403462633306,0.773710852816117,0.7109773305064501
80.0,1.1140436916416345,1.2613273572972135,1.443543543397193,0.973327604682433,0.7025253020691999
81.0,1.0338382908462693,1.2223010096610132,1.5371136434870856,0.954943066531309,0.7549034912041079
82.0,0.9457924921880064,1.2755293504402367,1.6008656361569342,0.8016642425246737,0.8168142601303696
83.0,1.1069985151518515,1.140423012337731,1.5854094429302938,0.8182282907613724,0.6346539631461194
84.0,1.1816421813944609,1.085602920058336,1.6797925958950872,1.0624706443918395,0.7379564288268103
85.0,1.1328522524638382,1.180420766838577,1.5415801763703212,0.9782986097691073,0.8693032675488293
86.0,1.1484199381975002,1.429085189358898,1.8021982523833278,0.9385599051585309,0.8816328534033375
87.0,1.116362719344914,1.3240116128311048,1.6278274551534333,1.0155142905169374,0.7600220335742851
88.0,1.0830285816550196,1.0541892928154772,1.6795875293843054,0.9365565641344977,0.8912361131091819
89.0,1.1759970651983698,1.2979168584210565,1.8019291325945235,1.1686912252187482,0.6517116710225563
90.0,1.0058691741723482,1.4812985634072893,1.623168228920255,0.8641874077259188,0.7245753438540766
91.0,1.0069544256197904,1.478518346522591,1.5950992969498998,1.0136636755295683,0.7491078338403908
92.0,1.1178062906132114,1.60708816897696,1.8011519250623393,0.9185438224268304,0.7146881154276973
93.0,1.0691323956274517,1.4592161767978264,1.680300523764881,1.0892011275671893,0.6517367461413333
94.0,1.2520145687666515,1.5807028629248956,1.9640366372559384,1.1165675332685754,0.7414108283666511
95.0,1.3457543842747213,1.947954001972251,2.0759747056212032,1.0748816503217509,0.8008983188275608
96.0,1.108632605439814,1.8107600687024947,1.7002910888682679,0.9763220367324205,0.8118114505688523
97.0,1.2898557601510325,1.3669539326165396,1.737262869627761,1.1947474192371488,0.7207685110368048
98.0,1.1731565596664617,1.1158063228784283,1.4889476971603495,1.0864408072333818,0.7488020496166645
