time	total_energy	polar_energy
781	-0.8820460624000005	7.321174
782	-1.3413105463999992	10.14251
783	-2.213853108000001	11.912526
784	-0.6840244159999981	9.493026
785	-0.5093240376000001	-1.122452
786	-1.3154904399999996	10.285394
787	-1.3334354367999999	9.01185
788	-0.26841949759999967	3.403624
789	-2.3211048143999995	12.494064
790	-0.9561866352000001	8.163876
791	-0.6251052223999995	4.465848
792	-1.4691361271999992	9.732824
793	-0.4810168383999992	4.766416
794	-2.1861602544000007	11.346302
795	-2.0752805256000015	10.471136
796	-0.8391053816000003	9.021052
797	-0.6226313688000003	6.443724
798	-1.3860094160000007	9.042992
799	-1.3294879416000003	9.093546
800	-2.7963638408000007	11.886688
801	-1.4158151383999997	6.345168
802	-3.604494780799998	13.928748
803	-0.9112843640000002	10.509464
804	-0.5631792400000002	6.29145
805	-0.7752263728	8.477824
806	-1.1007847895999996	5.881122
807	-1.1497587967999996	5.506836
808	-1.1696163287999994	6.733582
809	-1.4177330632000007	8.160346
810	-1.7443069952000003	9.07199
811	-2.2960333592000004	11.05264
812	-2.870197248000001	11.65022
813	-1.5257176631999998	9.49585
814	-0.7619646703999996	6.780388
815	-2.6994891047999987	12.634498
816	-0.6324805039999994	7.9315
817	-1.3012169727999996	8.23324
818	-2.885530900799999	13.063652
819	-2.642295624800001	13.028242
820	-0.5821379216000004	6.485638
821	-1.7289101880000008	9.381198
822	-2.6954137935999993	12.022714
823	-0.6166683511999991	8.904324
824	-0.6733213903999999	9.05995
825	-2.6389680119999994	10.640508
826	-1.5889123640000007	8.803208
827	-1.3673513472000005	9.720588
828	-1.613601549600001	10.65349
829	-1.7584693432000014	10.904824
830	-1.3041735992000003	10.460298
831	-2.2056969008000005	11.3766
832	-1.9515200407999997	11.32745
833	-2.007734628000001	10.791684
834	-1.6616990831999994	10.437692
835	-1.5119387240000004	10.376132
836	-1.8899041416	10.295988
837	-1.1575870967999995	8.722816
838	-1.2141917871999997	10.219094
839	-1.3652903200000002	7.293268
840	-1.4259261567999997	8.542016
841	-1.4635176695999996	8.093882
842	-1.5945789864000015	9.92395
843	-1.1215640880000013	9.301214
844	-1.798235699999999	7.789164
845	-1.978110632799999	9.018802
846	-0.7627346664000001	-1.91046
847	-0.9065794712000003	4.73103
848	-1.7261668576	-0.217304
849	-0.9192557927999995	6.885804
850	-1.9368019264000016	12.659828
851	-2.203752972	11.792414
852	-1.9383204911999994	10.02058
853	-2.126140325599998	9.985734
854	-1.766995457600001	10.853014
855	-2.3611928511999993	13.088098
856	-0.7910446471999998	6.60493
857	-2.0139084400000002	11.05392
858	-0.8559832192000001	10.41185
859	-0.9810108776000006	7.297336
860	-0.5943507183999998	7.096546
861	-1.0887247016000001	5.909154
862	-2.1780356424000002	12.031916
863	-0.7208545167999993	7.415718
864	-1.9064510280000002	11.204966
865	-0.35257893920000016	4.51294
866	-1.5239906912000012	9.884032
867	-0.5732541655999995	6.630146
868	-0.7334687239999997	9.794968
869	-1.6034943247999993	9.9257
870	-3.6521000976000004	15.153962
871	-1.616427856000001	10.328434
872	-2.2454714456000007	10.781502
873	-1.441182652800001	7.592114
874	-2.7854611768	11.291276
875	-1.3454786728000006	5.09401
876	-2.0020445584000015	11.085626
877	-1.2994805383999997	10.027296
878	-0.10058955679999937	-5.923298
879	-2.0721360264000017	12.428794
880	-1.6234211864000017	10.153476
881	-1.6931249255999985	10.980346
882	-2.2398704503999998	12.970506
883	-2.2147552208000008	7.190428
884	-1.9351843839999985	12.464408
885	-0.6799806232000006	5.12362
886	-2.0120649152	10.933188
887	-2.0403153784	11.482398
888	-1.4485182864000004	9.837468
889	-1.3105604936000004	10.457422
890	-1.723508536000001	10.19966
891	-2.2109918944	11.091352
892	-2.327828197599999	12.621356
893	-1.748830232800001	11.20244
894	-1.0796840944000017	9.058786
895	-1.4559921039999992	11.275618
896	-1.778517174399998	8.59969
897	-1.9701576863999997	12.024968
898	-1.7827879376000002	9.851404
899	-2.7307880055999996	13.083986
900	-0.4344221615999998	5.060546
901	-0.409779300000001	4.30925
902	-1.4221549975999983	9.802028
903	-2.0429160456000006	10.255002
904	-2.2857203496	10.451404
905	-1.6925879368000007	7.669418
906	-0.6926610431999985	9.0652
907	-1.054023043200001	10.432576
908	-0.8814927392000003	9.826724
909	-0.6216727472000001	5.201686
910	-1.6385189320000009	10.477488
911	-0.12360199999999999	0.640052
912	-0.7607339679999996	6.101042
913	-0.49242713680000016	5.273028
914	-1.3066681856	8.18409
915	-0.8979924136	0.139052
916	-0.6583061511999999	-0.51494
917	-1.3177850472	0.100452
918	-1.1752469591999999	1.026874
919	-1.2257325432	1.867032
920	-0.9418922679999999	5.684426
921	-0.8227899943999999	-1.65422
922	-1.1421130871999998	0.104142
923	-1.1397856431999998	0.57232
924	0.23364079519999936	4.14929
925	-1.2870446728	3.294872
926	-1.9958567711999997	1.561816
927	-1.5493855224000004	3.124624
928	-0.8502563208000001	-3.029394
929	-0.7548540224	-0.743366
930	-0.6066586871999995	-3.446182
931	-1.6406613192000001	1.002008
932	-1.690800104	8.691866
933	-1.5226776055999998	4.906236
934	-2.5117195519999997	5.250234
935	-1.1403811536000001	-0.934708
936	-1.0284629111999999	1.99977
937	-2.5725318799999997	4.57381
938	-1.3449815784	-1.020418
939	-0.5925025968	4.328206
940	-0.8609396695999989	8.20925
941	-1.7272713455999995	10.695542
942	-0.817128065599999	10.495874
943	-0.4826418920000001	6.45347
944	-0.41317347600000054	6.606934
945	-2.0203305632	11.331544
946	-1.813427301599999	11.51997
947	-3.1905584896	13.408134
948	-3.6039948128000012	13.446042
949	-2.2273337024000015	11.424534
950	-1.6450565200000007	5.928628
951	-1.9840321360000004	10.977456
952	-2.4646749176	10.45725
953	-1.9098052896	11.274538
954	-0.5093559736000002	5.769684
955	-2.448636680800001	12.484414
956	-1.3748842039999998	9.27474
957	-2.6598706712	12.04353
958	-1.9028020463999993	10.466672
959	-2.2338563456000005	12.60378
960	-0.8993166071999987	8.772752
961	-0.8258049311999999	7.233578
962	-1.7522499792000001	11.07776
963	-0.4595277520000005	4.716258
964	-0.6395384824000007	7.584218
965	-1.4339662568000002	11.025294
966	-1.2597482504000013	9.989802
967	-0.40378503840000013	6.430672
968	-1.6665610551999994	9.518266
969	-1.1357484175999994	9.015366
970	-1.3459335848000011	10.018498
971	-1.6266337703999993	8.60117
972	-1.3750490296	11.616624
973	-1.0331946591999983	10.099296
974	-1.3901506847999994	9.04421
975	-2.2724785463999995	12.58679
976	-1.4543165160000004	10.706262
977	-1.7200369368000015	11.24256
978	-2.363164546400001	10.978188
979	-2.6741189943999997	12.490748
980	-2.082493476799999	8.894294
981	-1.1981174736	6.578212
982	-2.9185992119999975	14.162184
983	-1.5779895327999998	9.031532
984	-2.6257257320000007	11.428204
985	-1.252006784800001	10.392626
986	-1.0973629951999995	7.209372
987	-2.1297729495999995	12.383328
988	-2.1420088687999996	11.99642
989	-3.090097036000001	14.066152
990	-1.8042987159999995	9.341082
991	-2.1791485448000003	11.960212
992	-1.0558610624	9.380182
993	-1.930648242400001	11.884694
994	-1.2014990424000005	9.36478
995	-1.6271148095999979	12.023184
996	-2.9856027680000015	12.577902
997	-3.196392858400001	12.539772
998	-2.5019011040000008	11.498498
999	-0.2358159999999998	4.863696
1000	-0.21930800000000072	5.233368
1001	-0.15336799999999973	1.767044
1002	-0.4460068392	2.095206
1003	-0.1389067960000001	-2.443112
1004	-0.28408256479999994	1.82379
1005	0.08894451920000011	-0.982796
1006	-0.3489616199999997	2.321248
1007	-0.17982999999999905	4.105718
1008	-0.32000806799999915	4.8573
1009	0.014425999999999939	-0.504588
1010	-0.9992818952	7.081696
1011	-0.4305580584000007	5.87412
1012	-0.04374944480000012	1.0466
1013	-0.3938467511999999	3.337282
1014	-0.2837815719999996	5.355076
1015	0.06899999999999973	-1.040488
1016	-0.04172672240000001	-0.218076
1017	-0.1361239999999997	2.772362
1018	0.023975999999999997	-0.375274
1019	-0.05234	0.133078
1020	-0.084295828	0.045094
1021	-0.0036013264000000107	-0.321234
1022	-0.11450000000000005	2.321336
1023	-0.16199517040000005	-0.786124
1024	-0.14911799999999964	2.42118
1025	-0.12973400000000002	3.649456
1026	-0.29964952079999996	-0.884694
1027	-0.07008481839999997	-0.320074
1028	-0.036234855200000145	-1.704166
1029	-0.14885999999999955	3.927382
1030	-0.0451781384	-1.24955
1031	-0.00428192479999997	-1.000864
1032	-0.21497971520000028	2.6043
1033	-0.009257426399999893	-0.66087
1034	-0.12196536159999997	-0.165536
1035	0.011747503999999902	-0.763768
1036	-0.04137137599999999	-0.127142
1037	-0.12366076960000025	-2.122574
1038	-0.15010943680000005	-1.068362
1039	-0.5437065703999998	2.20521
1040	-0.08842800160000001	-0.390502
1041	-0.22473504240000003	2.826636
