,complex,receptor,ligand,delta
0,-24057.849765040002,-7104.611830320001,-16883.809853119998,-69.42808160000277
1,-24121.628528319998,-7144.4800791200005,-16919.890258,-57.25819119999869
2,-24114.562275839995,-7122.101198640001,-16938.821305280002,-53.6397719199922
3,-24114.762165520002,-7118.959068800001,-16941.9474976,-53.85559912000099
4,-24078.79139624,-7120.76452832,-16893.941604400003,-64.08526351999899
5,-24143.79757976,-7124.66356408,-16956.948068240003,-62.18594743999711
6,-24131.921925040002,-7152.034894800001,-16916.20503824,-63.68199200000163
7,-24136.35382896,-7119.000988320001,-16944.295210720004,-73.05762991999654
8,-24094.866384480003,-7113.0130884,-16916.43272304,-65.42057304000264
9,-24074.04725624,-7079.80484704,-16931.7715928,-62.47081640000033
10,-24089.89836408,-7107.22646744,-16912.77034992,-69.90154672000062
11,-24102.233785839995,-7142.18208032,-16900.370704320005,-59.68100119999144
12,-24071.74842312,-7107.742479359999,-16902.37509688,-61.63084687999799
13,-24038.668083279998,-7112.921229919999,-16870.65116024,-55.09569311999803
14,-24037.500251120004,-7096.61113848,-16879.38342856,-61.505684080006176
15,-24016.152459599998,-7094.50787288,-16868.10238856,-53.5421981599975
16,-23968.208143919997,-7049.0795226400005,-16864.61383536,-54.51478591999694
17,-23998.612472400004,-7102.04964928,-16841.237172400004,-55.32565071999852
18,-24034.32287192,-7118.23694264,-16863.54479128,-52.5411380000005
19,-24132.54306408,-7126.3516750399995,-16951.28362888,-54.90776016000382
20,-24073.450774160003,-7088.383672479999,-16923.81655792,-61.2505437600048
21,-24064.34027352,-7088.317740720001,-16918.52478184,-57.497750959999394
22,-24051.69718512,-7078.00557232,-16917.74799712,-55.94361568000022
23,-23999.060945920002,-7044.21189104,-16895.731612720003,-59.117442159997154
24,-24006.089145119997,-7074.81575808,-16880.29593312,-50.97745391999706
25,-24043.64788208,-7087.447060559999,-16911.34213968,-44.85868183999992
26,-24002.72969904,-7063.619034480001,-16881.542805999998,-57.56785855999988
27,-24050.799214640003,-7084.197297599999,-16914.11639992,-52.48551712000335
28,-24085.3814676,-7070.62390008,-16958.6637796,-56.0937879200028
29,-24057.102697759998,-7065.851520720001,-16947.81651176,-43.434665279997716
30,-23996.44119704,-7055.67120168,-16883.359327759998,-57.410667600001034
31,-23983.616453680002,-7098.85262016,-16832.4857,-52.278133520001575
32,-23987.928429199997,-7047.227626479999,-16887.715375120002,-52.98542759999691
33,-24024.021719120003,-7084.67514104,-16894.1084304,-45.23814768000375
34,-23948.324694319996,-6997.40850432,-16897.9467524,-52.969437599997036
35,-23920.0578352,-7039.484821999999,-16828.39303008,-52.17998312000418
36,-23937.009326960004,-7016.9115108,-16861.60911224,-58.4887039200039
37,-24059.35410968,-7074.4716122400005,-16925.80905576,-59.07344168000054
38,-23973.061299599998,-7058.32791896,-16854.880698720004,-59.85268191999421
39,-23984.200772639997,-7064.14706912,-16858.300946800002,-61.75275671999407
40,-24013.8519988,-7085.28846808,-16857.80328432,-70.76024639999741
41,-24046.153062,-7084.9688366400005,-16902.02755376,-59.15667160000157
42,-24015.24732576,-7085.38953088,-16874.95983792,-54.89795695999783
43,-23945.923515600003,-7021.764344640001,-16862.84953368,-61.30963728000279
44,-23977.359576720002,-7021.9158444,-16901.5301352,-53.913597120001214
45,-23999.4835004,-7057.865614800001,-16877.35088376,-64.2670018400022
46,-24006.48764984,-7038.626642720001,-16919.215669200003,-48.64533791999929
47,-23975.53529416,-7068.907380719999,-16855.550181919996,-51.077731520003
48,-24016.849132720003,-7084.30108968,-16885.11163344,-47.43640960000266
49,-24033.98363544,-7073.029004959999,-16900.829558960002,-60.12507151999671
50,-24127.42143288,-7093.07445536,-16976.45636336,-57.89061416000186
51,-23995.1922912,-7074.86600832,-16864.306776400004,-56.01950647999547
52,-24030.817190160004,-7072.40594696,-16909.4112448,-48.99999840000237
53,-23988.680043759996,-7073.192037279999,-16860.51993264,-54.9680738399984
54,-24025.372359040004,-7097.26519312,-16877.42246736,-50.68469856000593
55,-24024.79286368,-7040.3904116,-16930.635887279997,-53.7665648000002
56,-24027.00491168,-7049.716843040001,-16926.389166560002,-50.89890207999633
57,-24084.23143816,-7088.1542148,-16941.110141200003,-54.96708215999752
58,-24094.0376216,-7095.016178720001,-16944.749626560002,-54.271816319997015
59,-24092.33213728,-7075.83027552,-16955.6906504,-60.811211360000016
60,-24057.441713520002,-7086.10672712,-16914.24049032,-57.09449608000068
61,-24009.769394559997,-7085.6194164,-16867.08292832,-57.06704983999589
62,-23931.9955716,-7058.36719352,-16814.81690928,-58.81146879999869
63,-24069.946223760002,-7108.38601168,-16897.69827952,-63.86193256000479
64,-24073.000542239995,-7077.876475360001,-16935.478514320002,-59.64555255999221
65,-23942.723929760003,-7077.25940264,-16794.580873519997,-70.88365360000535
66,-24050.48139896,-7086.59111136,-16900.7743212,-63.115966400000616
67,-24026.431123680002,-7093.14575368,-16875.90595048,-57.37941952000256
68,-24010.370940719997,-7107.56968304,-16849.229029759998,-53.57222791999811
69,-24004.315077519997,-7084.62763712,-16857.37061648,-62.31682391999857
70,-23965.380460880002,-7048.8344593599995,-16857.26889192,-59.277109600003314
71,-24076.837038799997,-7067.101949199999,-16949.69674264,-60.03834695999831
72,-24041.83667392,-7087.02730752,-16897.762143199998,-57.04722320000292
73,-23957.03941592,-7071.48886528,-16833.681389039997,-51.86916160000328
74,-24037.46449384,-7084.880137440001,-16898.892325359997,-53.69203104000189
75,-23957.511616800002,-7047.6199444799995,-16852.42450488,-57.467167440001504
76,-23933.59356232,-7057.39320208,-16825.16931568,-51.0310445599971
77,-24011.395145759998,-7073.49120512,-16891.276335119997,-46.62760551999963
78,-24055.338976879997,-7078.78865992,-16929.02720616,-47.523110799997085
79,-24039.33975824,-7065.36070248,-16923.16168448,-50.81737127999804
80,-24022.206881439997,-7055.452417119999,-16916.28344952,-50.47101479999765
81,-24058.3993244,-7102.5238087200005,-16894.0805152,-61.79500048000045
82,-24031.06672544,-7056.832044,-16916.49422944,-57.740452000001824
