,complex,receptor,ligand,delta
0,-23842.401815039997,-6891.86831248,-16891.840403359998,-58.69309919999796
1,-23789.840202560004,-6872.277703760001,-16849.748309680002,-67.814189120003
2,-23794.9583652,-6886.1261292,-16854.57084672,-54.26138928
3,-23792.79080112,-6903.51340776,-16838.1807368,-51.096656559999246
4,-23886.04649416,-6907.19033032,-16927.43193448,-51.424229360003665
5,-23774.22784552,-6874.413753680001,-16846.73175888,-53.082332959998894
6,-23759.616282639996,-6854.78842544,-16852.32779504,-52.50006215999747
7,-23721.51048648,-6877.71037592,-16777.60429096,-66.19581960000141
8,-23876.877871759996,-6897.91543744,-16928.142564,-50.81987031999597
9,-23817.7360412,-6882.2631221599995,-16871.240906799998,-64.23201224000513
10,-23779.7860996,-6912.0078769599995,-16810.645989919998,-57.13223272000323
11,-23784.59562424,-6838.355927439999,-16896.751219600003,-49.48847719999685
12,-23771.96431784,-6871.6112025600005,-16843.548281440002,-56.80483383999672
13,-23709.268762480006,-6880.78036152,-16781.970846959997,-46.51755400000911
14,-23772.868756,-6863.92930456,-16869.9792228,-38.96022864000042
15,-23787.57180248,-6845.94449248,-16889.19478784,-52.4325221600011
16,-23771.99013104,-6885.705393040002,-16829.483533040002,-56.80120495999654
17,-23747.36710832,-6867.24914,-16839.63562768,-40.482340639999165
18,-23736.9237176,-6865.25888576,-16839.70042448,-31.964407359995676
19,-23764.548476080003,-6853.48926744,-16870.64394488,-40.415263760001835
20,-23818.409104,-6878.7363055999995,-16897.71645408,-41.95634431999861
21,-23867.790781360003,-6876.318271599999,-16948.62065416,-42.851855600005365
22,-23779.879852640002,-6889.45908368,-16858.945268559997,-31.47550040000715
23,-23799.139160000002,-6881.559040799999,-16878.242880560003,-39.33723864000058
24,-23750.664651679996,-6872.89173064,-16828.170351120003,-49.602569919992675
25,-23722.669542480002,-6820.738929520001,-16846.38763808,-55.542974880001566
26,-23773.132418319998,-6868.971742799999,-16856.218776319998,-47.94189919999917
27,-23817.473916320003,-6845.38545872,-16917.169300640002,-54.91915696000069
28,-23849.87150928,-6890.856980719998,-16903.04912056,-55.965408000000025
29,-23868.57877656,-6926.06438992,-16880.45996696,-62.05441968000014
30,-23722.587299680003,-6814.00635624,-16860.20241248,-48.378530960002536
31,-23776.594632319997,-6882.25759192,-16840.973843440002,-53.36319695999555
32,-23869.38633224,-6865.62691376,-16954.696917600002,-49.06250087999797
33,-23791.19451176,-6846.88580248,-16880.45069912,-63.85801016000187
34,-23794.252357520003,-6882.302798000001,-16861.404154480002,-50.54540504000033
35,-23799.63768552,-6838.7174776,-16900.83537728,-60.08483064000029
36,-23777.041810079998,-6866.15602384,-16852.85314752,-58.03263872000025
37,-23786.8244764,-6853.4743776,-16874.492385120004,-58.85771367999769
38,-23784.33456768,-6865.29738336,-16862.45500696,-56.58217736000006
39,-23845.72751248,-6882.22990152,-16896.80500696,-66.69260399999985
40,-23929.9159484,-6909.80649856,-16953.396650079998,-66.71279976000369
41,-23777.72451952,-6855.325038959999,-16865.95470672,-56.44477384000129
42,-23838.302132240005,-6846.182472959999,-16933.51549312,-58.60416616000657
43,-23862.386428399997,-6834.938341120001,-16970.749693840004,-56.698393439994106
44,-23845.75004848,-6863.546109919999,-16913.729668959997,-68.47426960000303
45,-23852.902911680005,-6849.15664968,-16940.64521328,-63.101048720003746
46,-23773.591655840002,-6870.41450264,-16844.93525136,-58.241901840003266
47,-23759.521111039998,-6827.285812879999,-16873.18669664,-59.04860151999674
48,-23868.134526,-6839.08747672,-16980.19209184,-48.85495744000218
49,-23841.37133784,-6882.597983119999,-16912.33021528,-46.44313944000169
50,-23811.40005752,-6846.225368560001,-16922.13756072,-43.03712824000104
51,-23732.65089016,-6842.68019912,-16833.228797199998,-56.74189384000056
52,-23767.183523839994,-6840.88025064,-16883.038372959996,-43.264900239999406
53,-23827.139443359996,-6853.91546248,-16935.00714808,-38.216832799997064
54,-23858.390369439996,-6879.08116928,-16931.504869840002,-47.804330319992005
55,-23837.796526879996,-6882.198051599999,-16910.72795208,-44.87052319999566
56,-23893.62457456,-6913.268535280001,-16934.87036216,-45.48567711999931
57,-23723.408930399997,-6864.520263920001,-16819.550428240003,-39.3382382399941
58,-23874.498558080002,-6884.13640104,-16943.138916720003,-47.223240319999604
59,-23914.22769128,-6915.69569664,-16951.39184448,-47.14015016000121
60,-23775.72319144,-6883.009512320001,-16855.65390768,-37.05977143999917
