,complex,receptor,ligand,delta
0,-23853.558960079998,-6990.5593591199995,-16823.443472640003,-39.55612831999679
1,-23875.605960079996,-7000.033856800001,-16830.290348159997,-45.28175511999871
2,-23907.94072464,-6990.98843832,-16878.23935872,-38.71292760000142
3,-23982.597423119998,-7030.19386128,-16901.28265664,-51.12090519999765
4,-23942.32442456,-7009.05920984,-16912.495886959998,-20.769327760001033
5,-23948.232928319998,-7047.33208216,-16862.496752,-38.40409415999966
6,-23881.33012584,-6983.91618176,-16854.383025360003,-43.03091871999641
7,-23960.745020159997,-6990.48832408,-16930.69496344,-39.56173263999517
8,-23937.976976079997,-6994.786841759999,-16896.86420832,-46.32592599999771
9,-23905.529950639997,-6986.509341440001,-16883.21769592,-35.802913279996574
10,-23944.6932208,-6987.6810864,-16928.438470240002,-28.57366415999786
11,-23952.17893192,-6987.2262039199995,-16919.42001328,-45.53271472000051
12,-23955.987635280002,-7011.32699432,-16915.38658296,-29.274058000002697
13,-23986.9342988,-6986.334835680001,-16968.032639600002,-32.56682351999552
14,-24009.63684688,-6995.3240800799995,-16970.78629792,-43.52646888000163
15,-24005.86029448,-7023.80081104,-16954.09500416,-27.96447927999907
16,-23969.579196559996,-6974.10802584,-16949.204209040003,-46.26696167999398
17,-23968.082642560003,-6961.17328248,-16966.9834844,-39.92587568000454
18,-24012.01190912,-6989.8109951199995,-16985.1077676,-37.0931464000023
19,-23922.27652008,-6992.26254992,-16887.59913664,-42.414833519997046
20,-23972.43286824,-6984.97137064,-16954.024194640002,-33.437302959999215
21,-24016.75477344,-6978.426927919999,-16991.27578088,-47.052064640000026
22,-23972.68107224,-6985.955734640001,-16942.80198912,-43.92334848000246
23,-23968.02311024,-7018.425588640001,-16904.76219368,-44.83532792000187
24,-24033.20299744,-6988.35701736,-16996.52705504,-48.318925040002796
25,-23972.00371096,-7037.88604208,-16900.0224372,-34.095231679999415
26,-23999.5502596,-6993.39031368,-16961.92906928,-44.23087664000195
27,-24005.80375768,-6994.335544879999,-16967.76045552,-43.707757280000806
28,-23961.175096240004,-6985.48794424,-16934.40640616,-41.28074584000569
29,-24026.418872640003,-7007.07018472,-16963.948825839998,-55.39986208000482
30,-24014.898988000004,-7029.73546104,-16948.03334456,-37.13018240000383
31,-24152.5706136,-7063.02477352,-17055.95827656,-33.58756352000273
32,-23971.290493040004,-7033.624397840001,-16902.51252168,-35.15357352000137
33,-24018.744946079998,-7034.909011999999,-16932.69129984,-51.144634239997686
34,-23986.253810079997,-7020.99817928,-16922.2919928,-42.963637999997445
35,-24047.269560719997,-7007.616238320001,-16997.043248960003,-42.61007343999154
36,-24057.451547359997,-7025.569690400001,-16989.520991600002,-42.36086535999493
37,-23972.0732992,-7009.63961664,-16929.10811432,-33.3255682400013
38,-24015.30370856,-7058.728194480001,-16924.6256976,-31.949816479998844
39,-23966.06779272,-7004.578234720001,-16918.0596752,-43.429882800002815
40,-24003.172898239998,-7016.54255568,-16943.80679752,-42.82354503999886
41,-24011.41620672,-6978.91012024,-16995.3167564,-37.18933008000022
42,-24012.229784080002,-6993.1327646400005,-16975.4521472,-43.64487224000186
43,-24005.033152,-7018.4701308799995,-16945.97358072,-40.58944039999915
44,-23991.846301439997,-7000.69519592,-16946.38991792,-44.76118759999372
45,-23982.839086480002,-6986.03884648,-16951.03087992,-45.769360080004844
46,-23952.56912928,-6992.2872456800005,-16925.32447128,-34.95741232
47,-24091.86085664,-6993.46880152,-17057.69392848,-40.69812663999983
48,-24021.25068952,-7006.958385999999,-16970.628756240003,-43.66354727999715
49,-23961.1811964,-6960.51093616,-16967.06810688,-33.60215335999965
50,-23990.5708052,-6987.8079468,-16954.384188,-48.37867040000128
51,-23959.15848464,-7009.53415048,-16897.8495388,-51.77479535999737
52,-24019.5219328,-7014.51007752,-16960.90755008,-44.104305199998635
53,-23998.721318079995,-7025.67376368,-16935.97850552,-37.069048879995535
54,-24010.067132,-7009.9326704800005,-16966.794205039998,-33.3402564800017
55,-24028.36543712,-7041.81007576,-16959.7374204,-26.81794095999794
56,-24121.754560320005,-7024.45191272,-17059.820480160004,-37.48216744000092
57,-23935.83795272,-7012.29753712,-16884.86728544,-38.673130160001165
58,-23949.110891199998,-7004.713845519999,-16906.80910696,-37.5879387199966
59,-23968.93444104,-6991.135911039999,-16930.96854272,-46.8299872800053
60,-23916.6404132,-7005.562095120001,-16868.526357759998,-42.551960320000944
61,-24002.963344,-7009.98126088,-16950.9025464,-42.07953672000076
62,-23997.463876240003,-7011.1504984799985,-16944.49153984,-41.82183792000433
63,-23956.00797592,-7008.30974768,-16919.761681680004,-27.936546559998533
64,-23931.228503839997,-6978.906491199999,-16920.877851279998,-31.44416135999927
65,-23885.273541360002,-6979.0130053600005,-16872.1428888,-34.11764720000065
66,-23956.24893112,-6929.111825520001,-16996.25981208,-30.87729351999951
67,-23947.1669108,-6992.14450416,-16926.522595280003,-28.499811359994055
68,-24004.90384048,-6960.972170960001,-17015.331711360002,-28.599958159997186
69,-23966.09225344,-6959.423946320001,-16972.97190056,-33.69640655999683
