,complex,receptor,ligand,delta
0,-23956.119688,-7047.952679360001,-16870.4773632,-37.68964543999755
1,-23981.27396648,-7089.77844456,-16854.63169632,-36.863825599997654
2,-23943.38045528,-7064.906092640001,-16820.32010704,-58.15425559999858
3,-23869.92861528,-7007.72654096,-16800.59996368,-61.60211064000032
4,-23971.77185064,-7031.2219747200015,-16899.48366768,-41.06620823999765
5,-23970.94030448,-7042.14655536,-16864.016721679996,-64.77702744000271
6,-24004.662440480002,-7024.515850319999,-16919.350779599998,-60.79581056000461
7,-23979.45913192,-7018.58625352,-16927.959078800002,-32.91379959999904
8,-23944.126838480002,-7030.23626832,-16868.29228888,-45.59828128000299
9,-23957.281726800004,-7014.69535984,-16873.51131272,-69.07505424000556
10,-23956.635942480003,-6980.6641092,-16902.561798,-73.4100352800051
11,-24019.070418560004,-7034.394638,-16907.29267696,-77.38310360000469
12,-23985.47266664,-7001.54335504,-16920.71469696,-63.21461463999731
13,-23961.671295199998,-6996.65973712,-16906.075391439997,-58.93616664000001
14,-23973.114867920005,-6984.72358936,-16921.559959680002,-66.83131888000207
15,-24016.745346960004,-7044.650190880001,-16913.754843840004,-58.34031223999773
16,-23999.713590720003,-7007.1122835999995,-16935.222147840002,-57.37915928000075
17,-23914.61609208,-6990.307304,-16867.20536224,-57.103425839999545
18,-23927.629295839997,-6987.6696667999995,-16880.71687944,-59.242749599998206
19,-23958.694468640002,-6978.8649239999995,-16921.01053192,-58.81901271999959
20,-23943.28699072,-7005.437874880001,-16874.50346352,-63.34565232000023
21,-24004.834497120002,-7006.974662560001,-16928.51844008,-69.34139448000133
22,-24016.563491679997,-7003.543602080001,-16951.266951679998,-61.75293791999866
23,-24030.20818736,-6991.160588559999,-16980.216019199997,-58.83157960000244
24,-24018.16599864,-6988.258045760001,-16976.5790184,-53.32893447999959
25,-24074.314231920005,-7007.6793992,-17004.13747848,-62.497354240003915
26,-24006.057711359997,-7022.96278704,-16918.583382880002,-64.5115414399952
27,-23955.81063752,-6972.966797759999,-16917.8544148,-64.98942496000018
28,-24029.3622736,-7013.5693,-16953.35083688,-62.442136720001145
29,-23994.373366239997,-7006.77053712,-16929.843002,-57.75982711999677
30,-24007.01496832,-7009.546075759999,-16947.599137520003,-49.86975503999565
31,-23995.24595472,-7001.066354959999,-16928.567419839997,-65.61217992000456
32,-24008.6103532,-7022.286680799999,-16918.87980024,-67.44387216000177
33,-24111.086008880004,-7069.943038319999,-16976.92186568,-64.22110488000544
34,-23937.231320719995,-6978.191410559999,-16909.01474024,-50.02516991999801
35,-24009.178085839998,-7023.01982464,-16926.1364256,-60.02183559999685
36,-23956.43807304,-7022.96960592,-16870.78356112,-62.68490600000223
37,-24085.29317048,-7025.715544719999,-16985.91859352,-73.65903224000067
38,-23991.51264168,-7015.33580992,-16905.750374320003,-70.42645743999674
39,-23977.43284,-6993.946815119999,-16936.224166320004,-47.26185855999938
40,-23973.407193119998,-6998.19350288,-16925.079587440003,-50.13410279999516
41,-23932.33464976,-6984.432038479999,-16909.229978080002,-38.6726331999962
42,-24039.203104880005,-7010.169625279999,-16978.8669636,-50.166516000004776
43,-23982.330876239997,-6965.831302240001,-16959.01064368,-57.48893031999614
44,-24008.68014968,-6998.42932928,-16954.31759264,-55.93322776000059
45,-23933.50575624,-6990.52046664,-16899.317019680002,-43.66826991999915
46,-24004.679748720002,-6993.495801200001,-16962.55922464,-48.624722879998444
47,-23975.25869712,-7000.753275839999,-16926.779453760002,-47.72596751999663
48,-24010.196708879997,-7003.64957688,-16955.62882808,-50.918303919996106
49,-24047.935563679996,-7016.896839439999,-16977.171140240003,-53.86758399999235
50,-24002.46998616,-6981.397351759999,-16964.02747264,-57.045161760001065
51,-24061.874859120002,-7008.680382959999,-16992.31480576,-60.87967040000149
52,-24040.729840000004,-6999.07615728,-16980.94019032,-60.713492400001996
53,-23970.123302559998,-6964.61768944,-16947.03428072,-58.47133240000039
54,-24022.51766016,-6989.73502944,-16972.86227192,-59.92035879999821
55,-23954.03870976,-6980.6175333599995,-16915.487726,-57.933450399999856
56,-23915.79318664,-6961.818483440001,-16905.446881999997,-48.5278212000012
57,-23988.89565912,-6975.295973519999,-16965.3344204,-48.26526520000334
58,-24005.351348800003,-6981.51624376,-16975.95423,-47.88087504000214
59,-24006.57390176,-6984.80116904,-16977.8045944,-43.968138320000435
60,-23995.02795688,-6976.28153848,-16978.3504828,-40.395935600001394
61,-23893.064868960002,-6982.184576080001,-16867.38443912,-43.49585375999959
62,-23969.7367588,-7003.19453272,-16924.261994480003,-42.28023159999793
63,-24014.15471544,-6987.3903092,-16979.74188936,-47.022516879998875
64,-23983.23406944,-6997.9978468,-16930.04730472,-55.18891792000068
65,-23962.750038719998,-7009.511239279999,-16903.8471676,-49.39163183999699
66,-24045.52858864,-7015.464208639999,-16978.64933816,-51.41504184000223
67,-24046.5757696,-6996.3361687199995,-16989.263603760002,-60.975997119996464
68,-24029.184989920002,-7026.07776208,-16944.64411432,-58.46311352000339
69,-24078.52849032,-6998.726442239999,-17020.72190752,-59.08014055999956
70,-24071.830917519997,-7008.33725936,-17003.51466504,-59.97899311999936
71,-23906.494770159996,-6945.659774319999,-16901.25430376,-59.58069207999506
72,-23999.08369624,-7021.7730176000005,-16926.17440904,-51.13626959999965
73,-24028.083559759998,-6974.28089792,-16997.69342128,-56.10924055999567
74,-23985.7713292,-7017.467773040001,-16911.65651248,-56.647043680000934
75,-24009.2328184,-6989.838808239999,-16968.57612648,-50.81788368000343
76,-23958.259003920004,-6944.22630048,-16970.14422008,-43.88848336000228
77,-23978.75109992,-6969.20665864,-16955.00156416,-54.54287711999859
78,-23999.92042728,-6965.12225248,-16993.859621440002,-40.93855335999979
79,-23960.315603760002,-6951.1232764,-16959.16486296,-50.027464400005556
80,-24010.383419999995,-6949.123929359999,-17019.086584880002,-42.17290575999141
81,-24039.398027839998,-6956.650765599999,-17030.4958692,-52.25139303999822
82,-24045.968321359996,-6950.8144852,-17041.55786488,-53.595971279995865
83,-24002.8702972,-6997.868891040001,-16949.065319200003,-55.93608695999501
84,-23979.83513384,-6955.778541519999,-16972.966030800002,-51.09056151999903
85,-24020.54619736,-6969.821710079999,-17010.352765839998,-40.37172144000215
86,-24014.11709384,-6963.948230880001,-17006.35058112,-43.818281839998235
87,-24147.717619360003,-7011.497508480001,-17089.152790400003,-47.06732047999685
88,-23964.836806959996,-6974.050572079999,-16939.900101680003,-50.88613319999422
89,-24057.86172832,-7016.67264184,-16991.08305704,-50.10602944000129
