,complex,receptor,ligand,delta
0,-24033.41369664,-7098.750356560001,-16878.3592824,-56.30405767999764
1,-23942.68421768,-7085.12013512,-16807.7054428,-49.85863975999746
2,-23959.01624144,-7071.656011200001,-16842.8247716,-44.53545863999898
3,-23991.12609472,-7060.069390399999,-16879.695845759998,-51.36085856000136
4,-24001.664156879997,-7089.909481039999,-16868.49322176,-43.26145407999866
5,-23943.67830424,-7074.05790704,-16829.22503176,-40.39536543999566
6,-23950.835857920003,-7100.8600372,-16805.75560768,-44.22021304000373
7,-23910.8241364,-7106.60996904,-16764.00201736,-40.21214999999938
8,-23985.1085768,-7092.55935664,-16855.44128968,-37.10793048000414
9,-23991.5665828,-7078.8599184800005,-16869.643266559997,-43.06339776000095
10,-24034.00993432,-7083.0253220800005,-16908.50454024,-42.48007200000211
11,-24083.82909672,-7106.55098104,-16939.239143439998,-38.038972240003204
12,-23942.02030448,-7074.881389200001,-16833.10539664,-34.03351864000069
13,-23945.8248144,-7070.33647216,-16842.03035952,-33.45798271999956
14,-24005.72835296,-7071.5787136,-16891.43631384,-42.71332551999876
15,-23906.008471520003,-7038.955070720001,-16829.980076720003,-37.07332408000002
16,-23883.788792000003,-7046.6885464,-16801.11271008,-35.987535520001984
17,-23982.2080212,-7038.593537520001,-16910.89112856,-32.723355119996995
18,-23934.60836464,-7068.467512880001,-16831.194192799998,-34.946658960001514
19,-24020.410605279998,-7061.351610560001,-16921.636685359998,-37.422309360001236
20,-23997.6167416,-7071.389578720001,-16885.654756160002,-40.57240671999534
21,-24003.38537672,-7095.39726704,-16870.5936168,-37.39449288000105
22,-23903.99713688,-7097.6530316,-16778.81027288,-27.533832400000392
23,-23966.11658744,-7121.089252000001,-16800.305696800002,-44.721638639995945
24,-23934.16309096,-7053.310199920001,-16840.136336000003,-40.716555039995
25,-23957.58735656,-7095.5544608,-16821.954821199997,-40.07807456000228
26,-23978.902849439997,-7115.6059796,-16827.16852232,-36.12834751999617
27,-24043.70724816,-7149.92286944,-16851.84594624,-41.93843248000121
28,-24044.51667272,-7117.382600639999,-16894.55587832,-32.57819376000407
29,-24016.10316528,-7114.675325519999,-16865.40032768,-36.02751208000336
30,-23926.48009104,-7082.473875199999,-16809.525364639998,-34.48085120000178
31,-23980.37696984,-7117.48800648,-16827.7442932,-35.144670159999805
32,-23892.957671279997,-7072.24847856,-16785.5182264,-35.19096631999855
33,-23942.76369728,-7096.70744144,-16808.70801408,-37.34824175999893
34,-23933.6295824,-7115.942438640001,-16774.74035128,-42.94679248000102
35,-23883.963117119998,-7057.08217976,-16793.84206184,-33.03887551999651
36,-23985.159670160003,-7127.44385168,-16828.71788096,-28.99793752000187
37,-23996.010747440003,-7078.3253824,-16886.31155928,-31.373805760002142
38,-23948.253391439997,-7101.75573384,-16815.67599816,-30.821659439996438
39,-23961.8282024,-7079.43823624,-16847.08316768,-35.30679848
40,-23994.05024416,-7083.033906,-16876.07363352,-34.94270463999783
41,-24011.40330784,-7069.71109792,-16904.911203279997,-36.78100664000158
42,-23986.694254640002,-7042.264739599999,-16913.842303119996,-30.587211920006666
43,-23887.3177364,-7044.42000016,-16805.60503568,-37.2927005599995
44,-23922.453845760003,-7061.532097599999,-16822.869348080003,-38.05240007999964
45,-23858.30478256,-7030.04050664,-16796.572227599998,-31.69204832000105
46,-23983.046501200002,-7048.1197504,-16898.12583336,-36.800917439999466
47,-24004.265882,-7098.619783440001,-16874.312078799998,-31.334019760000956
48,-23951.279459600002,-7080.311113600001,-16836.99819744,-33.97014856000169
49,-23918.415662159998,-7052.58289616,-16823.03886192,-42.793904079997446
50,-24000.88231,-7080.09475536,-16874.10447128,-46.683083360003366
51,-23935.90846968,-7037.468446320001,-16858.23858496,-40.20143839999946
52,-23925.249957599997,-7036.06892928,-16846.53756,-42.64346831999865
53,-23949.152913119997,-7070.15677376,-16836.12285832,-42.87328103999971
54,-23898.075809359998,-7023.10949048,-16839.211182,-35.755136879997735
55,-23864.96592184,-7017.368304879999,-16792.10037848,-55.497238480002125
56,-23861.163577119998,-7031.25134392,-16785.293412559997,-44.618820640000195
57,-23872.27564248,-7041.939746160001,-16775.5502928,-54.7856035199984
58,-23902.743536640002,-7061.46003424,-16800.02367552,-41.25982688000295
59,-23905.60734528,-7047.016872000001,-16812.20880032,-46.38167296000029
60,-23847.831699920003,-7021.21966648,-16777.7367372,-48.87529624000308
61,-23995.53841288,-7071.63939336,-16882.282978000003,-41.61604151999563
62,-23938.53984664,-7079.87478424,-16831.311160480003,-27.353901919996133
63,-23929.82674616,-7097.52074648,-16799.891022559998,-32.41497712000273
64,-23975.78144496,-7066.3892699200005,-16862.81030416,-46.58187087999977
65,-23914.58072224,-7051.7909567199995,-16826.4518632,-36.33790231999956
66,-23943.00632264,-7074.458117200001,-16834.6797864,-33.868419040001754
67,-23854.1788788,-7024.71537208,-16802.419199519998,-27.04430720000164
68,-23880.673791760004,-7076.085922079999,-16768.50639088,-36.08147880000615
69,-23911.33472656,-7070.86387328,-16809.12539736,-31.34545591999995
70,-23911.186690159997,-7053.93151792,-16835.98968568,-21.265486559994315
71,-23950.785258879998,-7074.4113581599995,-16838.55958552,-37.81431519999751
72,-23855.69064896,-7078.778018880001,-16734.22984144,-42.68278863999876
73,-23901.13414336,-7103.81409416,-16755.29842608,-42.021623119999276
74,-23971.68781112,-7082.854928400001,-16847.91106624,-40.92181647999678
75,-24021.1731152,-7139.067924159999,-16857.0874204,-25.01777063999907
76,-24040.580139199996,-7116.38061968,-16891.5435196,-32.65599991999625
77,-23963.73341896,-7142.18620848,-16792.030286,-29.516924479998124
78,-24006.94098808,-7116.13076728,-16854.098414160002,-36.71180663999985
79,-24020.453332719997,-7099.35536376,-16881.76378928,-39.33417967999412
80,-23954.56657712,-7105.7519553600005,-16812.78783376,-36.026787999999215
81,-23943.33767232,-7052.08000976,-16862.59581064,-28.661851920001936
82,-23943.214293600002,-7052.153498240001,-16870.47905256,-20.58174280000094
83,-23973.04611824,-7063.32717848,-16876.49603696,-33.22290279999652
84,-23878.88583168,-7049.902072560001,-16800.72018224,-28.263576879999164
85,-24092.2520296,-7085.83571336,-16973.88738064,-32.528935599999386
86,-24009.82752192,-7057.21622728,-16926.639321360002,-25.971973280000384
87,-23978.45081504,-7054.39123744,-16902.381009760004,-21.678567839997413
88,-23985.694551359997,-7092.60417688,-16855.48589352,-37.60448095999891
89,-23898.12858904,-7052.1954043999995,-16818.8442408,-27.088943840000866
90,-24021.608341279996,-7075.07367656,-16913.42956032,-33.10510439999416
91,-24042.79430392,-7095.65539008,-16915.68021288,-31.458700959999987
92,-24034.792853439998,-7112.6056397600005,-16884.71249512,-37.47471855999902
93,-24047.734567519998,-7099.148655999999,-16914.81437384,-33.77153767999698
94,-24007.70708632,-7087.83240768,-16887.170499679996,-32.704178960004356
95,-23917.550356,-7034.44366264,-16860.257744000002,-22.848949359999096
96,-24009.077282000002,-7077.34866128,-16895.7095492,-36.01907152000058
97,-23988.71967344,-7079.675558159999,-16875.29165848,-33.7524568000008
